R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+14   0.0250  1  165.47  138.911  0.15570  229.47  219.98  256.94    7.659    6.357   43.92  1499.65
 0.12500D+11 0.32000D+14   0.0250  1  165.23  138.624  0.15355  230.05  221.09  256.98    7.650    6.760   44.58  1499.69
 0.25000D+11 0.32000D+14   0.0250  1  164.94  138.303  0.15123  230.69  222.20  257.03    7.643    7.165   42.28  1499.75
 0.37500D+11 0.32000D+14   0.0250  1  164.63  137.976  0.14893  231.32  223.27  257.08    7.636    7.571   40.22  1499.82
 0.50000D+11 0.32000D+14   0.0250  1  164.31  137.643  0.14665  231.93  224.28  257.13    7.629    7.976   38.36  1499.89
 0.62500D+11 0.32000D+14   0.0250  1  163.98  137.303  0.14441  232.54  225.25  257.18    7.622    8.382   36.68  1499.95
 0.75000D+11 0.32000D+14   0.0250  1  163.63  136.959  0.14219  233.14  226.19  257.23    7.615    8.787   35.15  1500.02
 0.87500D+11 0.32000D+14   0.0250  1  163.27  136.608  0.14001  233.72  227.09  257.28    7.609    9.193   33.76  1500.08
 0.10000D+12 0.32000D+14   0.0250  1  162.90  136.253  0.13786  234.30  227.96  257.34    7.602    9.599   32.48  1500.14
 0.11250D+12 0.32000D+14   0.0250  1  162.52  135.891  0.13574  234.87  228.80  257.39    7.595   10.004   31.30  1500.20
 0.12500D+12 0.32000D+14   0.0250  1  162.13  135.524  0.13366  235.42  229.61  257.45    7.589   10.410   30.21  1500.27
 0.13750D+12 0.32000D+14   0.0250  1  161.73  135.152  0.13160  235.97  230.40  257.50    7.582   10.816   29.20  1500.33
 0.15000D+12 0.32000D+14   0.0250  1  161.32  134.773  0.12958  236.51  231.16  257.56    7.575   11.222   28.27  1500.39
 0.16250D+12 0.32000D+14   0.0250  1  160.90  134.389  0.12758  237.03  231.91  257.61    7.569   11.628   27.39  1500.44
 0.17500D+12 0.32000D+14   0.0250  1  160.47  133.999  0.12562  237.55  232.63  257.67    7.562   12.035   26.57  1500.50
 0.18750D+12 0.32000D+14   0.0250  1  160.03  133.602  0.12368  238.06  233.33  257.73    7.556   12.441   25.81  1500.56
 0.20000D+12 0.32000D+14   0.0250  1  159.59  133.200  0.12178  238.57  234.01  257.79    7.549   12.847   25.09  1500.62
 0.21250D+12 0.32000D+14   0.0250  1  159.13  132.791  0.11990  239.06  234.68  257.85    7.543   13.254   24.41  1500.67
 0.22500D+12 0.32000D+14   0.0250  1  158.66  132.375  0.11804  239.55  235.33  257.91    7.536   13.660   23.78  1500.73
 0.23750D+12 0.32000D+14   0.0250  1  158.18  131.952  0.11622  240.02  235.97  257.97    7.530   14.067   23.18  1500.79
 0.25000D+12 0.32000D+14   0.0250  1  157.70  131.523  0.11442  240.50  236.59  258.04    7.523   14.473   22.61  1500.84
 0.26250D+12 0.32000D+14   0.0250  1  157.20  131.086  0.11264  240.96  237.20  258.10    7.516   14.880   22.07  1500.89
 0.27500D+12 0.32000D+14   0.0250  1  156.69  130.642  0.11089  241.42  237.80  258.16    7.510   15.286   21.56  1500.95
 0.28750D+12 0.32000D+14   0.0250  1  156.18  130.190  0.10917  241.87  238.38  258.23    7.503   15.693   21.07  1501.00
 0.30000D+12 0.32000D+14   0.0250  1  155.65  129.731  0.10746  242.32  238.96  258.30    7.497   16.100   20.61  1501.05
 0.31250D+12 0.32000D+14   0.0250  1  155.11  129.263  0.10578  242.76  239.52  258.36    7.490   16.507   20.17  1501.10
 0.32500D+12 0.32000D+14   0.0250  1  154.56  128.787  0.10412  243.19  240.07  258.43    7.484   16.913   19.76  1501.16
 0.33750D+12 0.32000D+14   0.0250  1  154.00  128.303  0.10249  243.62  240.61  258.50    7.477   17.320   19.36  1501.21
 0.35000D+12 0.32000D+14   0.0250  1  153.43  127.809  0.10087  244.04  241.14  258.57    7.470   17.727   18.97  1501.26
 0.36250D+12 0.32000D+14   0.0250  1  152.84  127.307  0.09928  244.46  241.66  258.65    7.463   18.134   18.61  1501.31
 0.37500D+12 0.32000D+14   0.0250  1  152.25  126.796  0.09770  244.87  242.18  258.72    7.457   18.541   18.26  1501.36
 0.38750D+12 0.32000D+14   0.0250  1  151.64  126.274  0.09615  245.28  242.68  258.79    7.450   18.948   17.92  1501.41
 0.40000D+12 0.32000D+14   0.0250  1  151.02  125.743  0.09462  245.68  243.18  258.87    7.443   19.355   17.60  1501.45
 0.41250D+12 0.32000D+14   0.0250  1  150.39  125.202  0.09310  246.08  243.67  258.95    7.436   19.762   17.29  1501.50
 0.42500D+12 0.32000D+14   0.0250  1  149.74  124.651  0.09160  246.47  244.15  259.02    7.429   20.169   16.99  1501.55
 0.43750D+12 0.32000D+14   0.0250  1  149.08  124.089  0.09013  246.86  244.63  259.10    7.422   20.576   16.71  1501.60
 0.45000D+12 0.32000D+14   0.0250  1  148.41  123.516  0.08867  247.25  245.10  259.18    7.415   20.984   16.43  1501.64
 0.46250D+12 0.32000D+14   0.0250  1  147.72  122.931  0.08722  247.63  245.56  259.27    7.407   21.391   16.17  1501.69
 0.47500D+12 0.32000D+14   0.0250  1  147.02  122.335  0.08580  248.01  246.02  259.35    7.400   21.798   15.92  1501.74
 0.48750D+12 0.32000D+14   0.0250  1  146.30  121.727  0.08439  248.38  246.47  259.43    7.393   22.205   15.67  1501.78
 0.50000D+12 0.32000D+14   0.0250  1  145.57  121.107  0.08301  248.75  246.91  259.52    7.385   22.612   15.43  1501.83
 0.51250D+12 0.32000D+14   0.0250  1  144.82  120.474  0.08163  249.12  247.35  259.61    7.378   23.020   15.20  1501.87
 0.52500D+12 0.32000D+14   0.0250  1  144.06  119.828  0.08028  249.48  247.79  259.70    7.370   23.427   14.98  1501.92
 0.53750D+12 0.32000D+14   0.0250  1  143.28  119.169  0.07894  249.84  248.21  259.79    7.362   23.834   14.77  1501.96
 0.55000D+12 0.32000D+14   0.0250  1  142.48  118.497  0.07762  250.20  248.64  259.88    7.354   24.242   14.56  1502.01
 0.56250D+12 0.32000D+14   0.0250  1  141.67  117.810  0.07631  250.56  249.06  259.98    7.346   24.649   14.36  1502.05
 0.57500D+12 0.32000D+14   0.0250  1  140.83  117.110  0.07502  250.91  249.47  260.07    7.338   25.057   14.17  1502.09
 0.58750D+12 0.32000D+14   0.0250  1  139.98  116.395  0.07375  251.26  249.88  260.17    7.330   25.464   13.98  1502.14
 0.60000D+12 0.32000D+14   0.0250  1  139.12  115.664  0.07249  251.60  250.28  260.27    7.322   25.872   13.80  1502.18
 0.61250D+12 0.32000D+14   0.0250  1  138.23  114.919  0.07125  251.95  250.69  260.37    7.314   26.279   13.62  1502.22
