R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+13   0.0000  1  193.74  161.000  0.00000  253.41  241.68  253.41   62.724   50.453    6.67  1502.11
 0.12500D+11 0.10000D+13   0.0000  1  193.75  161.000  0.00000  253.41  241.79  253.41   64.298   52.127    6.71  1502.11
 0.25000D+11 0.10000D+13   0.0000  1  193.76  161.000  0.00000  253.41  241.89  253.41   64.098   52.375    6.68  1502.11
 0.37500D+11 0.10000D+13   0.0000  1  193.76  161.000  0.00000  253.41  242.00  253.41   63.898   52.622    6.65  1502.11
 0.50000D+11 0.10000D+13   0.0000  1  193.76  161.000  0.00000  253.41  242.10  253.41   63.698   52.869    6.62  1502.11
 0.62500D+11 0.10000D+13   0.0000  1  193.76  161.000  0.00000  253.41  242.20  253.41   63.496   53.115    6.59  1502.11
 0.75000D+11 0.10000D+13   0.0000  1  193.76  161.000  0.00000  253.41  242.30  253.41   63.293   53.360    6.56  1502.11
 0.87500D+11 0.10000D+13   0.0000  1  193.76  161.000  0.00000  253.41  242.41  253.41   63.090   53.605    6.53  1502.11
 0.10000D+12 0.10000D+13   0.0000  1  193.77  161.000  0.00000  253.41  242.51  253.41   62.886   53.849    6.50  1502.11
 0.11250D+12 0.10000D+13   0.0000  1  193.77  161.000  0.00000  253.41  242.60  253.41   62.681   54.092    6.47  1502.11
 0.12500D+12 0.10000D+13   0.0000  1  193.77  161.000  0.00000  253.41  242.70  253.41   62.475   54.335    6.44  1502.11
 0.13750D+12 0.10000D+13   0.0000  1  193.77  161.000  0.00000  253.41  242.80  253.41   62.269   54.577    6.41  1502.11
 0.15000D+12 0.10000D+13   0.0000  1  193.77  161.000  0.00000  253.41  242.90  253.41   62.061   54.818    6.38  1502.11
 0.16250D+12 0.10000D+13   0.0000  1  193.77  161.000  0.00000  253.41  243.00  253.41   61.853   55.059    6.36  1502.11
 0.17500D+12 0.10000D+13   0.0000  1  193.77  161.000  0.00000  253.41  243.09  253.41   61.644   55.299    6.33  1502.11
 0.18750D+12 0.10000D+13   0.0000  1  193.78  161.000  0.00000  253.41  243.19  253.41   61.435   55.539    6.30  1502.11
 0.20000D+12 0.10000D+13   0.0000  1  193.78  161.000  0.00000  253.41  243.28  253.41   61.225   55.778    6.27  1502.11
 0.21250D+12 0.10000D+13   0.0000  1  193.78  161.000  0.00000  253.41  243.38  253.41   61.014   56.017    6.25  1502.11
 0.22500D+12 0.10000D+13   0.0000  1  193.78  161.000  0.00000  253.41  243.47  253.41   60.802   56.255    6.22  1502.11
 0.23750D+12 0.10000D+13   0.0000  1  193.78  161.000  0.00000  253.41  243.57  253.41   60.589   56.492    6.19  1502.11
 0.25000D+12 0.10000D+13   0.0000  1  193.78  161.000  0.00000  253.41  243.66  253.41   60.376   56.729    6.17  1502.11
 0.26250D+12 0.10000D+13   0.0000  1  193.79  161.000  0.00000  253.41  243.75  253.41   60.163   56.965    6.14  1502.11
 0.27500D+12 0.10000D+13   0.0000  1  193.79  161.000  0.00000  253.41  243.84  253.41   59.948   57.201    6.12  1502.11
 0.28750D+12 0.10000D+13   0.0000  1  193.79  161.000  0.00000  253.41  243.94  253.41   59.733   57.436    6.09  1502.11
 0.30000D+12 0.10000D+13   0.0000  1  193.79  161.000  0.00000  253.41  244.03  253.41   59.517   57.671    6.07  1502.11
 0.31250D+12 0.10000D+13   0.0000  1  193.79  161.000  0.00000  253.41  244.12  253.41   59.301   57.905    6.04  1502.11
 0.32500D+12 0.10000D+13   0.0000  1  193.79  161.000  0.00000  253.41  244.21  253.41   59.084   58.138    6.02  1502.11
 0.33750D+12 0.10000D+13   0.0000  1  193.79  161.000  0.00000  253.41  244.30  253.41   58.866   58.372    6.00  1502.11
 0.35000D+12 0.10000D+13   0.0000  1  193.80  161.000  0.00000  253.41  244.39  253.41   58.648   58.604    5.97  1502.11
 0.36250D+12 0.10000D+13   0.0000  1  193.80  161.000  0.00000  253.41  244.47  253.41   58.429   58.836    5.95  1502.11
 0.37500D+12 0.10000D+13   0.0000  1  193.80  161.000  0.00000  253.41  244.56  253.41   58.209   59.068    5.92  1502.11
 0.38750D+12 0.10000D+13   0.0000  1  193.80  161.000  0.00000  253.41  244.65  253.41   57.989   59.299    5.90  1502.11
 0.40000D+12 0.10000D+13   0.0000  1  193.80  161.000  0.00000  253.41  244.74  253.41   57.769   59.530    5.88  1502.11
 0.41250D+12 0.10000D+13   0.0000  1  193.80  161.000  0.00000  253.41  244.82  253.41   57.547   59.760    5.86  1502.11
 0.42500D+12 0.10000D+13   0.0000  1  193.80  161.000  0.00000  253.41  244.91  253.41   57.325   59.990    5.83  1502.11
 0.43750D+12 0.10000D+13   0.0000  1  193.81  161.000  0.00000  253.41  244.99  253.41   57.103   60.219    5.81  1502.11
 0.45000D+12 0.10000D+13   0.0000  1  193.81  161.000  0.00000  253.41  245.08  253.41   56.880   60.448    5.79  1502.11
 0.46250D+12 0.10000D+13   0.0000  1  193.81  161.000  0.00000  253.41  245.16  253.41   56.656   60.676    5.77  1502.11
 0.47500D+12 0.10000D+13   0.0000  1  193.81  161.000  0.00000  253.41  245.25  253.41   56.432   60.904    5.75  1502.11
 0.48750D+12 0.10000D+13   0.0000  1  193.81  161.000  0.00000  253.41  245.33  253.41   56.208   61.132    5.72  1502.11
 0.50000D+12 0.10000D+13   0.0000  1  193.81  161.000  0.00000  253.41  245.42  253.41   55.983   61.359    5.70  1502.11
 0.51250D+12 0.10000D+13   0.0000  1  193.81  161.000  0.00000  253.41  245.50  253.41   55.757   61.586    5.68  1502.11
 0.52500D+12 0.10000D+13   0.0000  1  193.82  161.000  0.00000  253.41  245.58  253.41   55.531   61.812    5.66  1502.11
 0.53750D+12 0.10000D+13   0.0000  1  193.82  161.000  0.00000  253.41  245.66  253.41   55.304   62.038    5.64  1502.11
 0.55000D+12 0.10000D+13   0.0000  1  193.82  161.000  0.00000  253.41  245.75  253.41   55.077   62.263    5.62  1502.11
 0.56250D+12 0.10000D+13   0.0000  1  193.82  161.000  0.00000  253.41  245.83  253.41   54.849   62.488    5.60  1502.11
 0.57500D+12 0.10000D+13   0.0000  1  193.82  161.000  0.00000  253.41  245.91  253.41   54.620   62.713    5.58  1502.11
 0.58750D+12 0.10000D+13   0.0000  1  193.82  161.000  0.00000  253.41  245.99  253.41   54.392   62.937    5.56  1502.11
 0.60000D+12 0.10000D+13   0.0000  1  193.82  161.000  0.00000  253.41  246.07  253.41   54.162   63.161    5.54  1502.11
 0.61250D+12 0.10000D+13   0.0000  1  193.83  161.000  0.00000  253.41  246.15  253.41   53.933   63.384    5.52  1502.11
