R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.69457D-10 0.27500D+12 0.32000D+16   0.0000  1  155.526  0.00000  254.32  254.38    1.260   10.003   35.33
 0.78499D-10 0.28750D+12 0.32000D+16   0.0000  1  142.646  0.00000  256.37  256.43    1.250   10.421   34.68
 0.89079D-10 0.30000D+12 0.32000D+16   0.0000  1  130.088  0.00000  258.24  258.29    1.240   10.839   34.04
 0.10084D-09 0.31250D+12 0.32000D+16   0.0000  1  118.818  0.00000  259.84  259.89    1.210   11.238   33.42
 0.11438D-09 0.32500D+12 0.32000D+16   0.0000  1  108.192  0.00000  261.27  261.32    1.176   11.633   32.82
 0.12960D-09 0.33750D+12 0.32000D+16   0.0000  1   98.532  0.00000  262.53  262.58    1.133   12.016   32.23
 0.14706D-09 0.35000D+12 0.32000D+16   0.0000  1   89.516  0.00000  263.65  263.70    1.088   12.397   31.65
 0.16649D-09 0.36250D+12 0.32000D+16   0.0000  1   81.466  0.00000  264.63  264.68    1.031   12.765   31.09
 0.18854D-09 0.37500D+12 0.32000D+16   0.0000  1   74.060  0.00000  265.50  265.55    0.973   13.129   30.54
 0.21346D-09 0.38750D+12 0.32000D+16   0.0000  1   67.298  0.00000  266.28  266.32    0.911   13.489   30.00
 0.24142D-09 0.40000D+12 0.32000D+16   0.0000  1   61.180  0.00000  266.96  267.01    0.845   13.843   29.47
 0.26086D-09 0.41250D+12 0.32000D+16   0.0000  1   58.282  0.00000  267.28  267.46    0.673   14.095   29.06
 0.26594D-09 0.42500D+12 0.32000D+16   0.0000  1   58.926  0.00000  267.21  267.70    0.367   14.219   28.78
 0.26951D-09 0.43750D+12 0.32000D+16   0.0000  1   59.892  0.00000  267.11  267.91    0.047   14.331   28.52
 0.18113D-09 0.45000D+12 0.32000D+16   0.0000  1   93.702  0.00000  263.13  263.20   -1.404   13.456   31.17
 0.19566D-09 0.46250D+12 0.32000D+16   0.0000  1   88.872  0.00000  263.73  263.78   -1.592   13.688   30.85
 0.21031D-09 0.47500D+12 0.32000D+16   0.0000  1   84.686  0.00000  264.24  264.30   -1.788   13.913   30.53
 0.22645D-09 0.48750D+12 0.32000D+16   0.0000  1   80.500  0.00000  264.74  264.79   -1.985   14.135   30.23
 0.24335D-09 0.50000D+12 0.32000D+16   0.0000  1   76.636  0.00000  265.20  265.24   -2.187   14.351   29.94
 0.26092D-09 0.51250D+12 0.32000D+16   0.0000  1   73.094  0.00000  265.61  265.66   -2.393   14.563   29.65
 0.27901D-09 0.52500D+12 0.32000D+16   0.0000  1   69.874  0.00000  265.98  266.05   -2.603   14.770   29.36
 0.28566D-09 0.53750D+12 0.32000D+16   0.0000  1   69.874  0.00000  265.98  266.39   -2.851   14.952   29.00
 0.29102D-09 0.55000D+12 0.32000D+16   0.0000  1   70.196  0.00000  265.95  266.72   -3.101   15.133   28.64
 0.29634D-09 0.56250D+12 0.32000D+16   0.0000  1   70.518  0.00000  265.91  267.06   -3.350   15.316   28.29
 0.30161D-09 0.57500D+12 0.32000D+16   0.0000  1   70.840  0.00000  265.87  267.39   -3.597   15.500   27.94
 0.30684D-09 0.58750D+12 0.32000D+16   0.0000  1   71.162  0.00000  265.83  267.73   -3.843   15.686   27.60
 0.31202D-09 0.60000D+12 0.32000D+16   0.0000  1   71.484  0.00000  265.80  268.06   -4.087   15.873   27.26
 0.31716D-09 0.61250D+12 0.32000D+16   0.0000  1   71.806  0.00000  265.76  268.39   -4.330   16.062   26.93
 0.32225D-09 0.62500D+12 0.32000D+16   0.0000  1   72.128  0.00000  265.72  268.73   -4.572   16.252   26.60
 0.32870D-09 0.63750D+12 0.32000D+16   0.0000  1   72.128  0.00000  265.72  269.06   -4.811   16.443   26.29
 0.33372D-09 0.65000D+12 0.32000D+16   0.0000  1   72.450  0.00000  265.69  269.39   -5.050   16.635   25.98
 0.33871D-09 0.66250D+12 0.32000D+16   0.0000  1   72.772  0.00000  265.65  269.72   -5.288   16.829   25.67
 0.34510D-09 0.67500D+12 0.32000D+16   0.0000  1   72.772  0.00000  265.65  270.05   -5.524   17.023   25.37
 0.35001D-09 0.68750D+12 0.32000D+16   0.0000  1   73.094  0.00000  265.61  270.38   -5.760   17.219   25.07
 0.35638D-09 0.70000D+12 0.32000D+16   0.0000  1   73.094  0.00000  265.61  270.71   -5.994   17.414   24.79
 0.36122D-09 0.71250D+12 0.32000D+16   0.0000  1   73.416  0.00000  265.57  271.03   -6.228   17.613   24.50
 0.36756D-09 0.72500D+12 0.32000D+16   0.0000  1   73.416  0.00000  265.57  271.36   -6.460   17.810   24.23
 0.37234D-09 0.73750D+12 0.32000D+16   0.0000  1   73.738  0.00000  265.54  271.68   -6.692   18.010   23.95
 0.37865D-09 0.75000D+12 0.32000D+16   0.0000  1   73.738  0.00000  265.54  272.00   -6.923   18.209   23.69
 0.38337D-09 0.76250D+12 0.32000D+16   0.0000  1   74.060  0.00000  265.50  272.33   -7.152   18.412   23.42
 0.38966D-09 0.77500D+12 0.32000D+16   0.0000  1   74.060  0.00000  265.50  272.64   -7.381   18.612   23.17
 0.39594D-09 0.78750D+12 0.32000D+16   0.0000  1   74.060  0.00000  265.50  272.96   -7.610   18.813   22.92
 0.40057D-09 0.80000D+12 0.32000D+16   0.0000  1   74.382  0.00000  265.46  273.28   -7.836   19.019   22.66
 0.40683D-09 0.81250D+12 0.32000D+16   0.0000  1   74.382  0.00000  265.46  273.59   -8.063   19.221   22.42
 0.41309D-09 0.82500D+12 0.32000D+16   0.0000  1   74.382  0.00000  265.46  273.90   -8.290   19.424   22.19
 0.41763D-09 0.83750D+12 0.32000D+16   0.0000  1   74.704  0.00000  265.42  274.22   -8.514   19.632   21.94
 0.42386D-09 0.85000D+12 0.32000D+16   0.0000  1   74.704  0.00000  265.42  274.53   -8.739   19.837   21.72
 0.43009D-09 0.86250D+12 0.32000D+16   0.0000  1   74.704  0.00000  265.42  274.83   -8.963   20.042   21.49
 0.43633D-09 0.87500D+12 0.32000D+16   0.0000  1   74.704  0.00000  265.42  275.14   -9.187   20.247   21.28
 0.44256D-09 0.88750D+12 0.32000D+16   0.0000  1   74.704  0.00000  265.42  275.44   -9.410   20.453   21.06
 0.44879D-09 0.90000D+12 0.32000D+16   0.0000  1   74.704  0.00000  265.42  275.74   -9.632   20.659   20.85
 0.45317D-09 0.91250D+12 0.32000D+16   0.0000  1   75.026  0.00000  265.39  276.05   -9.851   20.873   20.63
 0.45937D-09 0.92500D+12 0.32000D+16   0.0000  1   75.026  0.00000  265.39  276.35  -10.072   21.081   20.43
 0.46558D-09 0.93750D+12 0.32000D+16   0.0000  1   75.026  0.00000  265.39  276.65  -10.293   21.289   20.23
 0.47179D-09 0.95000D+12 0.32000D+16   0.0000  1   75.026  0.00000  265.39  276.95  -10.513   21.498   20.03
