R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.50161D-09 0.20375D+13 0.10000D+13   0.0000  1  160.034  0.00000  253.58  253.64   25.595   87.156    4.02
 0.51020D-09 0.20500D+13 0.10000D+13   0.0000  1  158.102  0.00000  253.90  253.96   25.670   87.682    4.01
 0.51804D-09 0.20625D+13 0.10000D+13   0.0000  1  156.492  0.00000  254.17  254.23   25.689   88.153    4.00
 0.52702D-09 0.20750D+13 0.10000D+13   0.0000  1  154.560  0.00000  254.48  254.54   25.765   88.680    3.99
 0.53521D-09 0.20875D+13 0.10000D+13   0.0000  1  152.950  0.00000  254.74  254.80   25.785   89.152    3.98
 0.54460D-09 0.21000D+13 0.10000D+13   0.0000  1  151.018  0.00000  255.06  255.11   25.862   89.681    3.97
 0.55316D-09 0.21125D+13 0.10000D+13   0.0000  1  149.408  0.00000  255.31  255.37   25.882   90.154    3.96
 0.56300D-09 0.21250D+13 0.10000D+13   0.0000  1  147.476  0.00000  255.62  255.67   25.960   90.684    3.95
 0.57195D-09 0.21375D+13 0.10000D+13   0.0000  1  145.866  0.00000  255.87  255.93   25.982   91.159    3.94
 0.58110D-09 0.21500D+13 0.10000D+13   0.0000  1  144.256  0.00000  256.12  256.18   26.005   91.634    3.93
 0.59166D-09 0.21625D+13 0.10000D+13   0.0000  1  142.324  0.00000  256.42  256.47   26.085   92.167    3.92
 0.60125D-09 0.21750D+13 0.10000D+13   0.0000  1  140.714  0.00000  256.66  256.72   26.109   92.645    3.91
 0.61105D-09 0.21875D+13 0.10000D+13   0.0000  1  139.104  0.00000  256.91  256.96   26.135   93.123    3.90
 0.62108D-09 0.22000D+13 0.10000D+13   0.0000  1  137.494  0.00000  257.15  257.21   26.161   93.602    3.89
 0.63134D-09 0.22125D+13 0.10000D+13   0.0000  1  135.884  0.00000  257.39  257.45   26.188   94.082    3.88
 0.64184D-09 0.22250D+13 0.10000D+13   0.0000  1  134.274  0.00000  257.63  257.69   26.216   94.563    3.87
 0.65259D-09 0.22375D+13 0.10000D+13   0.0000  1  132.664  0.00000  257.87  257.92   26.245   95.045    3.87
 0.66359D-09 0.22500D+13 0.10000D+13   0.0000  1  131.054  0.00000  258.10  258.16   26.276   95.529    3.86
 0.67486D-09 0.22625D+13 0.10000D+13   0.0000  1  129.444  0.00000  258.34  258.39   26.307   96.013    3.85
 0.68641D-09 0.22750D+13 0.10000D+13   0.0000  1  127.834  0.00000  258.57  258.62   26.341   96.499    3.84
 0.69824D-09 0.22875D+13 0.10000D+13   0.0000  1  126.224  0.00000  258.80  258.85   26.375   96.987    3.83
 0.70869D-09 0.23000D+13 0.10000D+13   0.0000  1  124.936  0.00000  258.98  259.04   26.352   97.415    3.82
 0.72108D-09 0.23125D+13 0.10000D+13   0.0000  1  123.326  0.00000  259.21  259.26   26.390   97.905    3.81
 0.73379D-09 0.23250D+13 0.10000D+13   0.0000  1  121.716  0.00000  259.44  259.49   26.429   98.397    3.80
 0.74500D-09 0.23375D+13 0.10000D+13   0.0000  1  120.428  0.00000  259.62  259.67   26.410   98.829    3.79
 0.75833D-09 0.23500D+13 0.10000D+13   0.0000  1  118.818  0.00000  259.84  259.89   26.453   99.324    3.78
 0.77202D-09 0.23625D+13 0.10000D+13   0.0000  1  117.208  0.00000  260.06  260.11   26.497   99.821    3.77
 0.78406D-09 0.23750D+13 0.10000D+13   0.0000  1  115.920  0.00000  260.24  260.29   26.483  100.257    3.76
