R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.28114D-09 0.86250D+12 0.10000D+15   0.0100  1  117.530  0.02982  257.12  260.11    0.000   28.167   12.84
 0.28961D-09 0.87500D+12 0.10000D+15   0.0100  1  115.598  0.02850  257.59  260.56    0.000   28.575   12.72
 0.29836D-09 0.88750D+12 0.10000D+15   0.0100  1  113.666  0.02729  258.04  260.99    0.000   28.984   12.61
 0.37816D-09 0.90000D+12 0.10000D+15   0.0100  1   89.516  0.01770  262.57  263.70    2.468   31.585   12.34
 0.41445D-09 0.91250D+12 0.10000D+15   0.0100  1   82.432  0.01602  263.66  264.55    2.897   32.400   12.17
 0.44663D-09 0.92500D+12 0.10000D+15   0.0100  1   77.280  0.01497  264.41  265.16    3.130   33.036   12.03
 0.47930D-09 0.93750D+12 0.10000D+15   0.0100  1   72.772  0.01416  265.04  265.69    3.301   33.617   11.90
 0.51164D-09 0.95000D+12 0.10000D+15   0.0100  1   68.908  0.01353  265.56  266.13    3.414   34.144   11.79
 0.54520D-09 0.96250D+12 0.10000D+15   0.0100  1   65.366  0.01299  266.03  266.54    3.501   34.647   11.68
 0.57969D-09 0.97500D+12 0.10000D+15   0.0100  1   62.146  0.01254  266.45  266.90    3.564   35.127   11.57
 0.61468D-09 0.98750D+12 0.10000D+15   0.0100  1   59.248  0.01215  266.81  267.22    3.601   35.582   11.47
 0.65324D-09 0.10000D+13 0.10000D+15   0.0100  1   56.350  0.01179  267.18  267.53    3.647   36.046   11.37
 0.69194D-09 0.10125D+13 0.10000D+15   0.0100  1   53.774  0.01149  267.49  267.81    3.666   36.484   11.27
 0.73006D-09 0.10250D+13 0.10000D+15   0.0100  1   51.520  0.01123  267.76  268.06    3.658   36.894   11.18
 0.77164D-09 0.10375D+13 0.10000D+15   0.0100  1   49.266  0.01099  268.03  268.31    3.657   37.313   11.09
 0.81719D-09 0.10500D+13 0.10000D+15   0.0100  1   47.012  0.01075  268.30  268.54    3.667   37.740   11.00
 0.86128D-09 0.10625D+13 0.10000D+15   0.0100  1   45.080  0.01056  268.52  268.75    3.645   38.136   10.91
 0.90929D-09 0.10750D+13 0.10000D+15   0.0100  1   43.148  0.01037  268.74  268.95    3.631   38.540   10.83
