R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0000    0.746   0.6000 0.21435D-08  0  0   12.05   10.000  0.01187  272.25  265.81   35.192   54.337   10.00   273.88
 0.12270D-01   1.0362   0.0000    1.448   0.6000 0.12833D-08  1  0   19.74   16.776  0.01249  271.55  265.78   18.897   38.087   11.33   275.51
 0.14540D-01   1.0349   0.0000    1.839   0.6000 0.97165D-09  1  0   26.31   22.235  0.01303  270.97  265.61   17.267   36.373   11.78   277.14
 0.16810D-01   1.0336   0.0000    2.153   0.6000 0.79439D-09  1  0   32.39   27.285  0.01357  270.42  265.39   16.106   35.143   12.12   278.77
 0.19080D-01   1.0324   0.0000    2.417   0.6000 0.68003D-09  1  0   38.04   31.970  0.01412  269.89  265.14   15.213   34.190   12.38   280.39
 0.21350D-01   1.0311   0.0000    2.647   0.6000 0.60003D-09  1  0   43.30   36.335  0.01466  269.39  264.87   14.489   33.417   12.59   282.01
 0.23620D-01   1.0298   0.0000    2.852   0.6000 0.54084D-09  1  0   48.22   40.417  0.01520  268.92  264.60   13.881   32.766   12.77   283.64
 0.25890D-01   1.0285   0.0000    3.038   0.6000 0.49524D-09  1  0   52.84   44.248  0.01574  268.46  264.33   13.356   32.204   12.93   285.25
 0.28160D-01   1.0273   0.0000    3.209   0.6000 0.45901D-09  1  0   57.19   47.852  0.01629  268.01  264.06   12.895   31.711   13.06   286.87
 0.30430D-01   1.0260   0.0000    3.368   0.6000 0.42953D-09  1  0   61.29   51.250  0.01684  267.59  263.78   12.482   31.271   13.18   288.49
 0.32700D-01   1.0247   0.0000    3.516   0.6000 0.40507D-09  1  0   65.16   54.457  0.01738  267.17  263.52   12.109   30.873   13.29   290.10
 0.34970D-01   1.0234   0.0000    3.655   0.6000 0.38446D-09  1  0   68.82   57.490  0.01794  266.77  263.25   11.768   30.511   13.39   291.71
 0.37240D-01   1.0222   0.0000    3.786   0.6000 0.36687D-09  1  0   72.28   60.359  0.01849  266.39  262.99   11.453   30.179   13.48   293.32
 0.39510D-01   1.0209   0.0000    3.910   0.6000 0.35168D-09  1  0   75.56   63.076  0.01904  266.02  262.74   11.161   29.872   13.56   294.92
 0.41780D-01   1.0196   0.0000    4.027   0.6000 0.33846D-09  1  0   78.67   65.650  0.01959  265.66  262.49   10.888   29.586   13.64   296.53
 0.44050D-01   1.0184   0.0000    4.139   0.6000 0.32685D-09  1  0   81.61   68.090  0.02015  265.31  262.25   10.632   29.319   13.71   298.13
 0.46320D-01   1.0171   0.0000    4.246   0.6000 0.31659D-09  1  0   84.40   70.403  0.02070  264.97  262.01   10.391   29.069   13.78   299.73
 0.48590D-01   1.0159   0.0000    4.348   0.6000 0.30746D-09  1  0   87.05   72.596  0.02125  264.64  261.78   10.163   28.834   13.85   301.33
 0.50860D-01   1.0146   0.0000    4.446   0.6000 0.29930D-09  1  0   89.56   74.675  0.02180  264.33  261.56    9.947   28.613   13.91   302.93
 0.53130D-01   1.0134   0.0000    4.540   0.6000 0.29198D-09  1  0   91.94   76.646  0.02234  264.02  261.34    9.742   28.403   13.97   304.52
 0.55400D-01   1.0121   0.0000    4.631   0.6000 0.28538D-09  1  0   94.20   78.514  0.02288  263.73  261.13    9.547   28.205   14.02   306.12
 0.57670D-01   1.0109   0.0000    4.717   0.6000 0.27941D-09  1  0   96.34   80.285  0.02342  263.44  260.93    9.361   28.017   14.07   307.71
 0.59940D-01   1.0096   0.0000    4.801   0.6000 0.27399D-09  1  0   98.36   81.961  0.02395  263.17  260.73    9.184   27.839   14.12   309.30
 0.62210D-01   1.0084   0.0000    4.882   0.6000 0.26907D-09  1  0  100.28   83.549  0.02447  262.90  260.54    9.014   27.670   14.17   310.88
 0.64480D-01   1.0071   0.0000    4.959   0.6000 0.26457D-09  1  0  102.10   85.052  0.02498  262.64  260.35    8.853   27.509   14.22   312.47
 0.66750D-01   1.0059   0.0000    5.034   0.6000 0.26046D-09  1  0  103.82   86.473  0.02549  262.40  260.17    8.698   27.356   14.26   314.05
 0.69020D-01   1.0046   0.0000    5.107   0.6000 0.25670D-09  1  0  105.44   87.817  0.02599  262.16  260.00    8.551   27.210   14.30   315.63
 0.71290D-01   1.0034   0.0000    5.177   0.6000 0.25325D-09  1  0  106.98   89.087  0.02647  261.93  259.84    8.410   27.072   14.34   317.21
 0.73560D-01   1.0021   0.0000    5.244   0.6000 0.25009D-09  1  0  108.43   90.286  0.02695  261.72  259.68    8.276   26.941   14.38   318.79
 0.75830D-01   1.0009   0.0000    5.310   0.6000 0.24717D-09  1  0  109.79   91.417  0.02741  261.51  259.53    8.147   26.816   14.42   320.36
 0.78100D-01   0.9997   0.0000    5.373   0.6000 0.24449D-09  1  0  111.08   92.483  0.02787  261.31  259.38    8.025   26.697   14.46   321.94
 0.80370D-01   0.9984   0.0000    5.435   0.6000 0.24203D-09  1  0  112.30   93.488  0.02831  261.12  259.24    7.908   26.584   14.49   323.51
