R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+13   0.0300  1  167.08  140.083  0.20051  217.32  208.76  256.76    7.696    6.376   39.81  1497.81
 0.12500D+11 0.32000D+13   0.0300  1  166.87  139.830  0.19789  218.11  210.01  256.80    7.687    6.780   40.34  1497.88
 0.25000D+11 0.32000D+13   0.0300  1  166.73  139.641  0.19600  218.68  211.02  256.83    7.682    7.185   38.25  1497.94
 0.37500D+11 0.32000D+13   0.0300  1  166.58  139.451  0.19412  219.24  211.98  256.86    7.677    7.591   36.38  1498.00
 0.50000D+11 0.32000D+13   0.0300  1  166.43  139.260  0.19227  219.80  212.90  256.89    7.671    7.996   34.70  1498.06
 0.62500D+11 0.32000D+13   0.0300  1  166.26  139.068  0.19044  220.34  213.78  256.91    7.666    8.402   33.18  1498.11
 0.75000D+11 0.32000D+13   0.0300  1  166.09  138.876  0.18864  220.87  214.62  256.94    7.661    8.808   31.80  1498.17
 0.87500D+11 0.32000D+13   0.0300  1  165.92  138.682  0.18687  221.40  215.43  256.97    7.656    9.214   30.53  1498.23
 0.10000D+12 0.32000D+13   0.0300  1  165.74  138.488  0.18512  221.91  216.22  257.00    7.651    9.619   29.37  1498.28
 0.11250D+12 0.32000D+13   0.0300  1  165.55  138.294  0.18341  222.42  216.97  257.03    7.646   10.025   28.31  1498.34
 0.12500D+12 0.32000D+13   0.0300  1  165.37  138.099  0.18172  222.92  217.70  257.06    7.641   10.431   27.32  1498.39
 0.13750D+12 0.32000D+13   0.0300  1  165.18  137.904  0.18005  223.40  218.41  257.09    7.637   10.837   26.40  1498.45
 0.15000D+12 0.32000D+13   0.0300  1  164.98  137.708  0.17842  223.88  219.09  257.12    7.632   11.244   25.55  1498.50
 0.16250D+12 0.32000D+13   0.0300  1  164.79  137.512  0.17680  224.35  219.76  257.15    7.628   11.650   24.76  1498.55
 0.17500D+12 0.32000D+13   0.0300  1  164.59  137.316  0.17522  224.81  220.40  257.18    7.623   12.056   24.01  1498.60
 0.18750D+12 0.32000D+13   0.0300  1  164.38  137.119  0.17366  225.26  221.03  257.21    7.619   12.462   23.32  1498.65
 0.20000D+12 0.32000D+13   0.0300  1  164.18  136.921  0.17212  225.71  221.64  257.24    7.614   12.869   22.67  1498.70
 0.21250D+12 0.32000D+13   0.0300  1  163.97  136.723  0.17060  226.14  222.24  257.27    7.610   13.275   22.05  1498.75
 0.22500D+12 0.32000D+13   0.0300  1  163.77  136.525  0.16911  226.57  222.82  257.30    7.606   13.682   21.47  1498.80
 0.23750D+12 0.32000D+13   0.0300  1  163.56  136.326  0.16764  227.00  223.39  257.33    7.602   14.088   20.92  1498.85
 0.25000D+12 0.32000D+13   0.0300  1  163.34  136.126  0.16619  227.41  223.94  257.36    7.598   14.495   20.41  1498.89
 0.26250D+12 0.32000D+13   0.0300  1  163.13  135.926  0.16476  227.82  224.48  257.39    7.594   14.901   19.92  1498.94
 0.27500D+12 0.32000D+13   0.0300  1  162.91  135.726  0.16335  228.22  225.01  257.42    7.589   15.308   19.45  1498.99
 0.28750D+12 0.32000D+13   0.0300  1  162.70  135.525  0.16196  228.62  225.53  257.45    7.585   15.715   19.01  1499.03
 0.30000D+12 0.32000D+13   0.0300  1  162.48  135.323  0.16059  229.00  226.03  257.48    7.582   16.121   18.59  1499.08
 0.31250D+12 0.32000D+13   0.0300  1  162.26  135.120  0.15923  229.39  226.53  257.51    7.578   16.528   18.19  1499.12
 0.32500D+12 0.32000D+13   0.0300  1  162.03  134.917  0.15790  229.77  227.01  257.54    7.574   16.935   17.80  1499.17
 0.33750D+12 0.32000D+13   0.0300  1  161.81  134.713  0.15658  230.14  227.49  257.57    7.570   17.342   17.44  1499.21
 0.35000D+12 0.32000D+13   0.0300  1  161.58  134.508  0.15528  230.50  227.96  257.60    7.566   17.749   17.09  1499.25
 0.36250D+12 0.32000D+13   0.0300  1  161.35  134.303  0.15399  230.87  228.42  257.63    7.562   18.155   16.76  1499.30
 0.37500D+12 0.32000D+13   0.0300  1  161.12  134.097  0.15272  231.22  228.87  257.66    7.559   18.562   16.43  1499.34
 0.38750D+12 0.32000D+13   0.0300  1  160.89  133.890  0.15147  231.57  229.31  257.69    7.555   18.969   16.13  1499.38
 0.40000D+12 0.32000D+13   0.0300  1  160.66  133.681  0.15023  231.92  229.74  257.72    7.551   19.376   15.83  1499.42
 0.41250D+12 0.32000D+13   0.0300  1  160.43  133.473  0.14900  232.26  230.17  257.75    7.547   19.783   15.55  1499.46
 0.42500D+12 0.32000D+13   0.0300  1  160.19  133.263  0.14779  232.60  230.59  257.78    7.544   20.190   15.28  1499.50
 0.43750D+12 0.32000D+13   0.0300  1  159.95  133.052  0.14659  232.93  231.00  257.81    7.540   20.597   15.02  1499.54
 0.45000D+12 0.32000D+13   0.0300  1  159.71  132.840  0.14541  233.26  231.41  257.84    7.537   21.004   14.76  1499.58
 0.46250D+12 0.32000D+13   0.0300  1  159.47  132.627  0.14424  233.58  231.81  257.87    7.533   21.411   14.52  1499.62
 0.47500D+12 0.32000D+13   0.0300  1  159.23  132.413  0.14308  233.91  232.21  257.91    7.529   21.819   14.28  1499.66
 0.48750D+12 0.32000D+13   0.0300  1  158.99  132.198  0.14194  234.22  232.60  257.94    7.526   22.226   14.06  1499.70
 0.50000D+12 0.32000D+13   0.0300  1  158.74  131.982  0.14080  234.54  232.98  257.97    7.522   22.633   13.84  1499.73
 0.51250D+12 0.32000D+13   0.0300  1  158.49  131.765  0.13968  234.85  233.36  258.00    7.519   23.040   13.63  1499.77
 0.52500D+12 0.32000D+13   0.0300  1  158.24  131.547  0.13857  235.15  233.73  258.03    7.515   23.447   13.42  1499.81
 0.53750D+12 0.32000D+13   0.0300  1  157.99  131.327  0.13747  235.45  234.09  258.06    7.512   23.854   13.23  1499.85
 0.55000D+12 0.32000D+13   0.0300  1  157.74  131.106  0.13638  235.75  234.46  258.10    7.508   24.262   13.04  1499.88
 0.56250D+12 0.32000D+13   0.0300  1  157.48  130.884  0.13531  236.05  234.81  258.13    7.505   24.669   12.85  1499.92
 0.57500D+12 0.32000D+13   0.0300  1  157.23  130.661  0.13424  236.34  235.17  258.16    7.501   25.076   12.67  1499.95
 0.58750D+12 0.32000D+13   0.0300  1  156.97  130.437  0.13318  236.63  235.51  258.19    7.498   25.483   12.50  1499.99
 0.60000D+12 0.32000D+13   0.0300  1  156.71  130.211  0.13214  236.92  235.86  258.23    7.494   25.891   12.33  1500.02
