R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.1200    1.814   1.0800 0.38584D-08  0  0   12.05   10.000  0.01187  272.25  269.18   27.286   62.208   10.00   274.07
 0.12270D-01   1.0362   0.1200    2.008   1.0800 0.27066D-08  0  0   17.23   14.295  0.01226  271.81  269.43   13.685   48.706   14.30   275.89
 0.14540D-01   1.0349   0.1200    2.185   1.0800 0.22923D-08  1  0   20.01   16.907  0.01250  271.53  269.50    8.785   43.866    9.84   277.71
 0.16810D-01   1.0336   0.1200    2.348   1.0800 0.20617D-08  1  0   22.34   18.821  0.01269  271.33  269.53    8.162   43.237    9.96   279.52
 0.19080D-01   1.0324   0.1200    2.500   1.0800 0.18882D-08  1  0   24.47   20.573  0.01286  271.15  269.54    7.649   42.719   10.06   281.34
 0.21350D-01   1.0311   0.1200    2.643   1.0800 0.17535D-08  1  0   26.42   22.176  0.01303  270.98  269.54    7.219   42.285   10.14   283.15
 0.23620D-01   1.0298   0.1200    2.778   1.0800 0.16463D-08  1  0   28.20   23.643  0.01318  270.82  269.53    6.852   41.916   10.21   284.96
 0.25890D-01   1.0285   0.1200    2.907   1.0800 0.15593D-08  1  0   29.83   24.984  0.01332  270.67  269.52    6.537   41.600   10.27   286.77
 0.28160D-01   1.0273   0.1200    3.030   1.0800 0.14875D-08  1  0   31.33   26.210  0.01346  270.54  269.50    6.263   41.325   10.32   288.57
 0.30430D-01   1.0260   0.1200    3.147   1.0800 0.14275D-08  1  0   32.70   27.332  0.01358  270.41  269.48    6.024   41.085   10.36   290.37
 0.32700D-01   1.0247   0.1200    3.261   1.0800 0.13768D-08  1  0   33.95   28.357  0.01370  270.30  269.45    5.813   40.874   10.40   292.18
 0.34970D-01   1.0234   0.1200    3.370   1.0800 0.13336D-08  1  0   35.09   29.293  0.01380  270.20  269.43    5.627   40.688   10.44   293.98
 0.37240D-01   1.0222   0.1200    3.475   1.0800 0.12965D-08  1  0   36.14   30.147  0.01390  270.10  269.41    5.462   40.523   10.47   295.77
 0.39510D-01   1.0209   0.1200    3.577   1.0800 0.12645D-08  1  0   37.09   30.926  0.01399  270.01  269.39    5.315   40.377   10.50   297.57
 0.41780D-01   1.0196   0.1200    3.676   1.0800 0.12368D-08  1  0   37.95   31.634  0.01408  269.93  269.37    5.185   40.247   10.52   299.36
 0.44050D-01   1.0184   0.1200    3.773   1.0800 0.12126D-08  1  0   38.74   32.278  0.01415  269.86  269.34    5.069   40.132   10.54   301.15
 0.46320D-01   1.0171   0.1200    3.866   1.0800 0.11916D-08  1  0   39.46   32.860  0.01422  269.79  269.33    4.966   40.029   10.56   302.94
 0.48590D-01   1.0159   0.1200    3.957   1.0800 0.11732D-08  1  0   40.10   33.387  0.01429  269.73  269.31    4.874   39.938   10.58   304.73
 0.50860D-01   1.0146   0.1200    4.046   1.0800 0.11571D-08  1  0   40.68   33.861  0.01435  269.68  269.29    4.792   39.856   10.59   306.52
 0.53130D-01   1.0134   0.1200    4.133   1.0800 0.11431D-08  1  0   41.20   34.287  0.01440  269.63  269.28    4.719   39.785   10.61   308.30
 0.55400D-01   1.0121   0.1200    4.218   1.0800 0.11308D-08  1  0   41.67   34.666  0.01445  269.59  269.26    4.655   39.721   10.62   310.08
 0.57670D-01   1.0109   0.1200    4.301   1.0800 0.11202D-08  1  0   42.08   35.004  0.01449  269.55  269.25    4.599   39.665   10.63   311.86
 0.59940D-01   1.0096   0.1200    4.382   1.0800 0.11109D-08  1  0   42.45   35.301  0.01453  269.51  269.24    4.550   39.616   10.64   313.64
 0.62210D-01   1.0084   0.1200    4.461   1.0800 0.11030D-08  1  0   42.77   35.562  0.01456  269.48  269.23    4.507   39.574   10.64   315.42
 0.64480D-01   1.0071   0.1200    4.539   1.0800 0.10962D-08  1  0   43.05   35.787  0.01459  269.46  269.22    4.470   39.537   10.65   317.19
 0.66750D-01   1.0059   0.1200    4.616   1.0800 0.10904D-08  1  0   43.28   35.981  0.01461  269.44  269.21    4.438   39.506   10.66   318.96
 0.69020D-01   1.0046   0.1200    4.691   1.0800 0.10856D-08  1  0   43.49   36.144  0.01463  269.42  269.21    4.412   39.480   10.66   320.73
 0.71290D-01   1.0034   0.1200    4.764   1.0800 0.10817D-08  1  0   43.65   36.278  0.01465  269.40  269.20    4.390   39.459   10.67   322.50
 0.73560D-01   1.0021   0.1200    4.836   1.0800 0.10786D-08  1  0   43.78   36.386  0.01466  269.39  269.20    4.373   39.441   10.67   324.27
 0.75830D-01   1.0009   0.1200    4.907   1.0800 0.10762D-08  1  0   43.89   36.469  0.01467  269.38  269.19    4.359   39.428   10.67   326.03
