R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0000    1.814   1.0887 0.77537D-08  0  0    6.02    5.000  0.02299  272.54  268.38   72.156  107.247    5.00   274.17
 0.12270D-01   1.0362   0.0000    2.008   1.1074 0.39954D-08  0  0   11.93    9.901  0.02383  272.00  269.16   27.218   63.038    9.90   275.80
 0.14540D-01   1.0349   0.0000    2.185   1.1251 0.28567D-08  0  0   17.00   14.108  0.02459  271.53  269.51   13.303   49.808   14.11   277.43
 0.16810D-01   1.0336   0.0000    2.348   1.1417 0.24707D-08  0  0   19.98   16.578  0.02505  271.24  269.70    8.236   45.346   16.58   279.06
 0.19080D-01   1.0324   0.0000    2.500   1.1568 0.22993D-08  1  0   21.47   18.068  0.02534  271.07  269.82    6.335   43.967    9.78   280.68
 0.21350D-01   1.0311   0.0000    2.643   1.1703 0.21855D-08  1  0   22.92   19.245  0.02558  270.93  269.93    5.666   43.747    9.81   282.31
 0.23620D-01   1.0298   0.0000    2.778   1.1821 0.21027D-08  1  0   24.12   20.216  0.02577  270.81  270.02    5.118   43.591    9.84   283.93
 0.25890D-01   1.0285   0.0000    2.907   1.1919 0.20413D-08  1  0   25.11   21.008  0.02594  270.72  270.09    4.676   43.477    9.85   285.55
 0.28160D-01   1.0273   0.0000    3.030   1.1997 0.19948D-08  1  0   25.91   21.648  0.02607  270.64  270.14    4.328   43.389    9.86   287.16
 0.30430D-01   1.0260   0.0000    3.147   1.2054 0.19585D-08  1  0   26.56   22.161  0.02617  270.58  270.18    4.065   43.316    9.87   288.78
 0.32700D-01   1.0247   0.0000    3.261   1.2088 0.19288D-08  1  0   27.07   22.571  0.02626  270.53  270.20    3.881   43.247    9.88   290.39
 0.34970D-01   1.0234   0.0000    3.370   1.2100 0.19032D-08  1  0   27.49   22.902  0.02633  270.49  270.21    3.768   43.174    9.90   292.00
 0.37240D-01   1.0222   0.0000    3.475   1.2089 0.18795D-08  1  0   27.82   23.174  0.02639  270.45  270.20    3.720   43.090    9.91   293.61
 0.39510D-01   1.0209   0.0000    3.577   1.2055 0.18558D-08  1  0   28.10   23.408  0.02644  270.43  270.17    3.733   42.991    9.93   295.22
 0.41780D-01   1.0196   0.0000    3.676   1.1999 0.18308D-08  1  0   28.36   23.621  0.02648  270.40  270.13    3.799   42.871    9.96   296.82
 0.44050D-01   1.0184   0.0000    3.773   1.1922 0.18033D-08  1  0   28.60   23.829  0.02653  270.37  270.07    3.912   42.727    9.99   298.42
 0.46320D-01   1.0171   0.0000    3.866   1.1824 0.17724D-08  1  0   28.85   24.049  0.02657  270.35  270.00    4.068   42.557   10.02   300.02
 0.48590D-01   1.0159   0.0000    3.957   1.1707 0.17375D-08  1  0   29.13   24.293  0.02663  270.32  269.91    4.259   42.358   10.07   301.62
 0.50860D-01   1.0146   0.0000    4.046   1.1572 0.16983D-08  1  0   29.45   24.572  0.02669  270.28  269.80    4.480   42.130   10.12   303.22
 0.53130D-01   1.0134   0.0000    4.133   1.1421 0.16546D-08  1  0   29.82   24.896  0.02676  270.24  269.68    4.725   41.873   10.18   304.81
 0.55400D-01   1.0121   0.0000    4.218   1.1256 0.16067D-08  1  0   30.26   25.274  0.02684  270.20  269.55    4.988   41.586   10.24   306.41
 0.57670D-01   1.0109   0.0000    4.301   1.1079 0.15549D-08  1  0   30.77   25.713  0.02693  270.14  269.41    5.263   41.272   10.31   308.00
 0.59940D-01   1.0096   0.0000    4.382   1.0892 0.14998D-08  1  0   31.36   26.216  0.02705  270.08  269.25    5.547   40.932   10.39   309.59
