R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  rho_core =  3300.00  k_core =    3.96
 Radius (km) and temperature (K) at    0.010   0.160   0.312   0.464   0.616   0.768   0.920   1.072   1.224   1.377   1.529   1.681   1.833   1.985   2.137   2.289   2.441   2.593   2.745   2.897   3.050   3.202   3.354   3.506   3.658   3.810   3.962   4.114   4.266   4.418   4.550
     0.00   273.88     0.00   377.30     0.00   474.07     0.00   563.28     0.00   645.60     0.00   721.64     0.00   791.94     0.00   857.01     0.00   917.28     0.00   973.16     0.00  1025.02     0.00  1073.17     0.00  1117.89     0.00  1159.44     0.00  1198.01     0.00  1233.78     0.00  1266.90     0.00  1297.50     0.00  1325.69     0.00  1351.56     0.00  1375.21     0.00  1396.70     0.00  1416.12     0.00  1433.53     0.00  1449.01     0.00  1462.63     0.00  1474.46     0.00  1484.56     0.00  1493.01     0.00  1499.88     0.00  1504.60
     1.00   273.88     1.00   377.30     1.00   474.07     1.00   563.28     1.00   645.60     1.00   721.64     1.00   791.94     1.00   857.01     1.00   917.28     1.00   973.16     1.00  1025.02     1.00  1073.17     1.00  1117.89     1.00  1159.44     1.00  1198.01     1.00  1233.78     1.00  1266.90     1.00  1297.50     1.00  1325.69     1.00  1351.56     1.00  1375.21     1.00  1396.70     1.00  1416.12     1.00  1433.53     1.00  1449.01     1.00  1462.63     1.00  1474.46     1.00  1484.56     1.00  1493.01     1.00  1499.88     1.00  1504.60
     3.00   273.88     3.00   377.30     3.00   474.07     3.00   563.28     3.00   645.60     3.00   721.64     3.00   791.94     3.00   857.01     3.00   917.28     3.00   973.16     3.00  1025.02     3.00  1073.17     3.00  1117.89     3.00  1159.44     3.00  1198.01     3.00  1233.78     3.00  1266.90     3.00  1297.50     3.00  1325.69     3.00  1351.56     3.00  1375.21     3.00  1396.70     3.00  1416.12     3.00  1433.53     3.00  1449.01     3.00  1462.63     3.00  1474.46     3.00  1484.56     3.00  1493.01     3.00  1499.88     3.00  1504.60
     5.00   273.88     5.00   377.30     5.00   474.07     5.00   563.28     5.00   645.60     5.00   721.64     5.00   791.94     5.00   857.01     5.00   917.28     5.00   973.16     5.00  1025.02     5.00  1073.17     5.00  1117.89     5.00  1159.44     5.00  1198.01     5.00  1233.78     5.00  1266.90     5.00  1297.50     5.00  1325.69     5.00  1351.56     5.00  1375.21     5.00  1396.70     5.00  1416.12     5.00  1433.53     5.00  1449.01     5.00  1462.63     5.00  1474.45     5.00  1484.55     5.00  1493.00     5.00  1499.87     5.00  1504.60
     7.00   273.88     7.00   377.30     7.00   474.07     7.00   563.28     7.00   645.60     7.00   721.64     7.00   791.94     7.00   857.01     7.00   917.28     7.00   973.16     7.00  1025.02     7.00  1073.17     7.00  1117.89     7.00  1159.44     7.00  1198.01     7.00  1233.78     7.00  1266.90     7.00  1297.50     7.00  1325.69     7.00  1351.56     7.00  1375.20     7.00  1396.70     7.00  1416.11     7.00  1433.53     7.00  1449.01     7.00  1462.62     7.00  1474.45     7.00  1484.55     7.00  1493.00     7.00  1499.86     7.00  1504.59
     8.99   273.88     8.99   377.30     8.99   474.07     8.99   563.28     8.99   645.60     8.99   721.64     8.99   791.94     8.99   857.01     8.99   917.28     8.99   973.16     8.99  1025.02     8.99  1073.17     8.99  1117.89     8.99  1159.44     8.99  1198.01     8.99  1233.78     8.99  1266.90     8.99  1297.50     8.99  1325.69     8.99  1351.56     8.99  1375.20     8.99  1396.69     8.99  1416.11     8.99  1433.52     8.99  1449.00     8.99  1462.62     8.99  1474.44     8.99  1484.54     8.99  1492.99     8.99  1499.85     8.99  1504.58
    10.99   273.88    10.99   377.30    10.99   474.07    10.99   563.28    10.99   645.60    10.99   721.64    10.99   791.94    10.99   857.01    10.99   917.28    10.99   973.16    10.99  1025.02    10.99  1073.17    10.99  1117.89    10.99  1159.44    10.99  1198.01    10.99  1233.78    10.99  1266.90    10.99  1297.50    10.99  1325.68    10.99  1351.56    10.99  1375.20    10.99  1396.69    10.99  1416.10    10.99  1433.52    10.99  1448.99    10.99  1462.61    10.99  1474.43    10.99  1484.53    10.99  1492.98    10.99  1499.84    10.99  1504.56
    12.99   273.88    12.99   377.30    12.99   474.07    12.99   563.28    12.99   645.60    12.99   721.64    12.99   791.94    12.99   857.01    12.99   917.28    12.99   973.16    12.99  1025.02    12.99  1073.17    12.99  1117.89    12.99  1159.44    12.99  1198.01    12.99  1233.78    12.99  1266.90    12.99  1297.50    12.99  1325.68    12.99  1351.55    12.99  1375.19    12.99  1396.68    12.99  1416.10    12.99  1433.51    12.99  1448.99    12.99  1462.60    12.99  1474.42    12.99  1484.52    12.99  1492.96    12.99  1499.83    12.99  1504.55
    14.99   273.88    14.99   377.30    14.99   474.07    14.99   563.28    14.99   645.60    14.99   721.64    14.99   791.94    14.99   857.01    14.99   917.28    14.99   973.16    14.99  1025.02    14.99  1073.17    14.99  1117.89    14.99  1159.44    14.99  1198.00    14.99  1233.77    14.99  1266.89    14.99  1297.49    14.99  1325.68    14.99  1351.55    14.99  1375.19    14.99  1396.68    14.99  1416.09    14.99  1433.50    14.99  1448.98    14.99  1462.59    14.99  1474.41    14.99  1484.50    14.99  1492.95    14.99  1499.81    14.99  1504.53
    16.99   273.88    16.99   377.30    16.99   474.07    16.99   563.28    16.99   645.60    16.99   721.64    16.99   791.94    16.99   857.01    16.99   917.28    16.99   973.16    16.99  1025.02    16.99  1073.17    16.99  1117.89    16.99  1159.44    16.99  1198.00    16.99  1233.77    16.99  1266.89    16.99  1297.49    16.99  1325.68    16.99  1351.54    16.99  1375.18    16.99  1396.67    16.99  1416.08    16.99  1433.49    16.99  1448.96    16.99  1462.57    16.99  1474.39    16.99  1484.49    16.99  1492.93    16.99  1499.79    16.99  1504.51
    18.99   273.88    18.99   377.30    18.99   474.07    18.99   563.28    18.99   645.60    18.99   721.64    18.99   791.94    18.99   857.01    18.99   917.28    18.99   973.16    18.99  1025.02    18.99  1073.17    18.99  1117.89    18.99  1159.44    18.99  1198.00    18.99  1233.77    18.99  1266.89    18.99  1297.49    18.99  1325.67    18.99  1351.54    18.99  1375.18    18.99  1396.66    18.99  1416.07    18.99  1433.48    18.99  1448.95    18.99  1462.56    18.99  1474.37    18.99  1484.47    18.99  1492.91    18.99  1499.77    18.99  1504.48
    20.99   273.88    20.99   377.30    20.99   474.07    20.99   563.28    20.99   645.60    20.99   721.64    20.99   791.94    20.99   857.01    20.99   917.28    20.99   973.16    20.99  1025.02    20.99  1073.17    20.99  1117.89    20.99  1159.43    20.99  1198.00    20.99  1233.77    20.99  1266.89    20.99  1297.48    20.99  1325.67    20.99  1351.53    20.99  1375.17    20.99  1396.65    20.99  1416.06    20.99  1433.47    20.99  1448.94    20.99  1462.54    20.99  1474.36    20.99  1484.45    20.99  1492.88    20.99  1499.74    20.99  1504.46
    22.98   273.88    22.98   377.30    22.98   474.07    22.98   563.28    22.98   645.60    22.98   721.64    22.98   791.94    22.98   857.01    22.98   917.28    22.98   973.16    22.98  1025.02    22.98  1073.17    22.98  1117.89    22.98  1159.43    22.98  1198.00    22.98  1233.77    22.98  1266.89    22.98  1297.48    22.98  1325.66    22.98  1351.53    22.98  1375.16    22.98  1396.64    22.98  1416.05    22.98  1433.45    22.98  1448.92    22.98  1462.52    22.98  1474.33    22.98  1484.42    22.98  1492.86    22.98  1499.71    22.98  1504.43
    24.98   273.88    24.98   377.30    24.98   474.07    24.98   563.28    24.98   645.60    24.98   721.64    24.98   791.94    24.98   857.01    24.98   917.28    24.98   973.16    24.98  1025.02    24.98  1073.17    24.98  1117.89    24.98  1159.43    24.98  1198.00    24.98  1233.77    24.98  1266.88    24.98  1297.48    24.98  1325.66    24.98  1351.52    24.98  1375.15    24.98  1396.63    24.98  1416.04    24.98  1433.44    24.98  1448.90    24.98  1462.50    24.98  1474.31    24.98  1484.40    24.98  1492.83    24.98  1499.69    24.98  1504.40
    26.98   273.88    26.98   377.30    26.98   474.07    26.98   563.28    26.98   645.60    26.98   721.64    26.98   791.94    26.98   857.01    26.98   917.28    26.98   973.16    26.98  1025.02    26.98  1073.17    26.98  1117.89    26.98  1159.43    26.98  1198.00    26.98  1233.76    26.98  1266.88    26.98  1297.47    26.98  1325.65    26.98  1351.51    26.98  1375.14    26.98  1396.62    26.98  1416.02    26.98  1433.42    26.98  1448.88    26.98  1462.48    26.98  1474.29    26.98  1484.37    26.98  1492.80    26.98  1499.65    26.98  1504.36
    28.98   273.88    28.98   377.30    28.98   474.07    28.98   563.28    28.98   645.60    28.98   721.64    28.98   791.94    28.98   857.01    28.98   917.28    28.98   973.16    28.98  1025.02    28.98  1073.17    28.98  1117.89    28.98  1159.43    28.98  1198.00    28.98  1233.76    28.98  1266.88    28.98  1297.47    28.98  1325.64    28.98  1351.50    28.98  1375.13    28.98  1396.61    28.98  1416.01    28.98  1433.40    28.98  1448.86    28.98  1462.46    28.98  1474.26    28.98  1484.34    28.98  1492.77    28.98  1499.62    28.98  1504.33
    30.98   273.88    30.98   377.30    30.98   474.07    30.98   563.28    30.98   645.60    30.98   721.64    30.98   791.94    30.98   857.01    30.98   917.28    30.98   973.16    30.98  1025.02    30.98  1073.17    30.98  1117.89    30.98  1159.43    30.98  1197.99    30.98  1233.76    30.98  1266.87    30.98  1297.46    30.98  1325.64    30.98  1351.49    30.98  1375.12    30.98  1396.59    30.98  1415.99    30.98  1433.38    30.98  1448.84    30.98  1462.43    30.98  1474.23    30.98  1484.31    30.98  1492.74    30.98  1499.58    30.98  1504.29
    32.98   273.88    32.98   377.30    32.98   474.07    32.98   563.28    32.98   645.60    32.98   721.64    32.98   791.94    32.98   857.01    32.98   917.28    32.98   973.16    32.98  1025.02    32.98  1073.17    32.98  1117.89    32.98  1159.43    32.98  1197.99    32.98  1233.76    32.98  1266.87    32.98  1297.46    32.98  1325.63    32.98  1351.48    32.98  1375.11    32.98  1396.58    32.98  1415.97    32.98  1433.36    32.98  1448.82    32.98  1462.41    32.98  1474.20    32.98  1484.28    32.98  1492.70    32.98  1499.54    32.98  1504.24
