R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+15   0.0250  1  160.70  135.047  0.13103  236.12  226.13  257.52    7.608    6.349   46.16  1500.60
 0.12500D+11 0.10000D+15   0.0250  1  160.41  134.718  0.12928  236.58  227.16  257.57    7.599    6.752   47.01  1500.62
 0.25000D+11 0.10000D+15   0.0250  1  159.91  134.219  0.12672  237.26  228.34  257.64    7.590    7.158   44.58  1500.69
 0.37500D+11 0.10000D+15   0.0250  1  159.39  133.706  0.12418  237.93  229.46  257.72    7.581    7.563   42.41  1500.76
 0.50000D+11 0.10000D+15   0.0250  1  158.84  133.178  0.12167  238.59  230.53  257.79    7.572    7.968   40.46  1500.83
 0.62500D+11 0.10000D+15   0.0250  1  158.26  132.635  0.11920  239.24  231.57  257.87    7.564    8.374   38.70  1500.90
 0.75000D+11 0.10000D+15   0.0250  1  157.66  132.079  0.11676  239.88  232.56  257.95    7.555    8.780   37.09  1500.97
 0.87500D+11 0.10000D+15   0.0250  1  157.04  131.507  0.11435  240.51  233.52  258.04    7.546    9.185   35.63  1501.04
 0.10000D+12 0.10000D+15   0.0250  1  156.39  130.921  0.11199  241.13  234.45  258.12    7.537    9.591   34.29  1501.11
 0.11250D+12 0.10000D+15   0.0250  1  155.73  130.319  0.10965  241.74  235.34  258.21    7.527    9.997   33.05  1501.18
 0.12500D+12 0.10000D+15   0.0250  1  155.04  129.701  0.10736  242.34  236.21  258.30    7.518   10.403   31.91  1501.24
 0.13750D+12 0.10000D+15   0.0250  1  154.32  129.068  0.10510  242.93  237.05  258.39    7.509   10.809   30.85  1501.31
 0.15000D+12 0.10000D+15   0.0250  1  153.59  128.418  0.10287  243.52  237.87  258.49    7.500   11.215   29.87  1501.38
 0.16250D+12 0.10000D+15   0.0250  1  152.83  127.751  0.10068  244.09  238.66  258.58    7.491   11.622   28.95  1501.44
 0.17500D+12 0.10000D+15   0.0250  1  152.05  127.066  0.09853  244.65  239.44  258.68    7.481   12.028   28.10  1501.50
 0.18750D+12 0.10000D+15   0.0250  1  151.24  126.363  0.09641  245.21  240.19  258.78    7.472   12.435   27.30  1501.57
 0.20000D+12 0.10000D+15   0.0250  1  150.41  125.641  0.09432  245.76  240.93  258.88    7.462   12.841   26.55  1501.63
 0.21250D+12 0.10000D+15   0.0250  1  149.55  124.900  0.09227  246.29  241.65  258.99    7.453   13.248   25.84  1501.69
 0.22500D+12 0.10000D+15   0.0250  1  148.67  124.138  0.09025  246.83  242.35  259.10    7.443   13.654   25.17  1501.75
