R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0000    1.814   1.3064 0.93045D-08  0  0    6.02    5.000  0.01145  272.75  268.78   68.696  110.920    5.00   274.38
 0.12270D-01   1.0362   0.0000    2.008   1.3289 0.51350D-08  0  0   11.13    9.241  0.01181  272.32  269.55   26.903   69.983    9.24   276.01
 0.14540D-01   1.0349   0.0000    2.185   1.3502 0.37598D-08  0  0   15.49   12.853  0.01212  271.96  269.95   12.783   56.667   12.85   277.64
 0.16810D-01   1.0336   0.0000    2.348   1.3700 0.32820D-08  1  0   17.76   14.961  0.01232  271.74  270.17    9.013   53.582    8.07   279.27
 0.19080D-01   1.0324   0.0000    2.500   1.3882 0.29829D-08  1  0   19.88   16.697  0.01248  271.56  270.34    7.874   53.040    8.14   280.89
 0.21350D-01   1.0311   0.0000    2.643   1.4044 0.27756D-08  1  0   21.69   18.172  0.01262  271.40  270.48    6.952   52.655    8.18   282.52
 0.23620D-01   1.0298   0.0000    2.778   1.4185 0.26268D-08  1  0   23.22   19.409  0.01275  271.27  270.58    6.206   52.377    8.21   284.14
 0.25890D-01   1.0285   0.0000    2.907   1.4303 0.25169D-08  1  0   24.50   20.439  0.01285  271.16  270.67    5.605   52.170    8.23   285.76
 0.28160D-01   1.0273   0.0000    3.030   1.4397 0.24333D-08  1  0   25.56   21.291  0.01294  271.07  270.74    5.130   52.008    8.25   287.37
 0.30430D-01   1.0260   0.0000    3.147   1.4465 0.23678D-08  1  0   26.44   21.994  0.01301  270.99  270.78    4.767   51.872    8.27   288.99
 0.32700D-01   1.0247   0.0000    3.261   1.4506 0.23143D-08  1  0   27.16   22.575  0.01307  270.93  270.81    4.504   51.748    8.28   290.60
 0.34970D-01   1.0234   0.0000    3.370   1.4520 0.22684D-08  1  0   27.77   23.061  0.01312  270.88  270.82    4.331   51.623    8.29   292.21
 0.37240D-01   1.0222   0.0000    3.475   1.4507 0.22269D-08  1  0   28.28   23.475  0.01316  270.83  270.81    4.240   51.489    8.31   293.82
 0.39510D-01   1.0209   0.0000    3.577   1.4466 0.21870D-08  1  0   28.73   23.842  0.01320  270.80  270.79    4.223   51.338    8.33   295.43
 0.41780D-01   1.0196   0.0000    3.676   1.4399 0.21467D-08  1  0   29.14   24.183  0.01324  270.76  270.75    4.272   51.164    8.36   297.03
 0.44050D-01   1.0184   0.0000    3.773   1.4306 0.21044D-08  1  0   29.53   24.515  0.01327  270.72  270.69    4.380   50.963    8.39   298.63
 0.46320D-01   1.0171   0.0000    3.866   1.4188 0.20589D-08  1  0   29.93   24.856  0.01331  270.68  270.61    4.539   50.732    8.42   300.24
 0.48590D-01   1.0159   0.0000    3.957   1.4048 0.20093D-08  1  0   30.36   25.223  0.01335  270.64  270.52    4.742   50.467    8.46   301.83
 0.50860D-01   1.0146   0.0000    4.046   1.3886 0.19553D-08  1  0   30.83   25.627  0.01339  270.60  270.42    4.981   50.168    8.51   303.43
 0.53130D-01   1.0134   0.0000    4.133   1.3705 0.18968D-08  1  0   31.36   26.082  0.01344  270.55  270.30    5.251   49.834    8.56   305.03
 0.55400D-01   1.0121   0.0000    4.218   1.3507 0.18338D-08  1  0   31.96   26.596  0.01350  270.49  270.16    5.543   49.466    8.62   306.62
 0.57670D-01   1.0109   0.0000    4.301   1.3294 0.17669D-08  1  0   32.64   27.179  0.01356  270.43  270.01    5.852   49.066    8.68   308.21
 0.59940D-01   1.0096   0.0000    4.382   1.3070 0.16969D-08  1  0   33.42   27.835  0.01364  270.36  269.86    6.171   48.636    8.75   309.80
 0.62210D-01   1.0084   0.0000    4.461   1.2836 0.16244D-08  1  0   34.29   28.570  0.01372  270.28  269.68    6.494   48.178    8.82   311.39
 0.64480D-01   1.0071   0.0000    4.539   1.2596 0.15505D-08  1  0   35.26   29.387  0.01381  270.18  269.50    6.817   47.697    8.90   312.97
 0.66750D-01   1.0059   0.0000    4.616   1.2351 0.14761D-08  1  0   36.33   30.287  0.01392  270.08  269.31    7.134   47.197    8.99   314.55
 0.69020D-01   1.0046   0.0000    4.691   1.2106 0.14022D-08  1  0   37.50   31.269  0.01403  269.97  269.11    7.442   46.681    9.08   316.13
 0.71290D-01   1.0034   0.0000    4.764   1.1862 0.13296D-08  1  0   38.78   32.333  0.01416  269.85  268.91    7.736   46.155    9.17   317.71
 0.73560D-01   1.0021   0.0000    4.836   1.1621 0.12591D-08  1  0   40.14   33.475  0.01430  269.72  268.70    8.012   45.624    9.26   319.29
 0.75830D-01   1.0009   0.0000    4.907   1.1387 0.11915D-08  1  0   41.60   34.690  0.01445  269.58  268.48    8.267   45.091    9.35   320.87
 0.78100D-01   0.9997   0.0000    4.977   1.1162 0.11272D-08  1  0   43.14   35.972  0.01461  269.44  268.26    8.499   44.563    9.45   322.44
 0.80370D-01   0.9984   0.0000    5.046   1.0947 0.10667D-08  1  0   44.75   37.315  0.01478  269.28  268.04    8.704   44.043    9.54   324.01
 0.82640D-01   0.9972   0.0000    5.114   1.0745 0.10102D-08  1  0   46.42   38.709  0.01497  269.12  267.82    8.881   43.537    9.63   325.58
 0.84910D-01   0.9960   0.0000    5.180   1.0557 0.95789D-09  1  0   48.15   40.147  0.01516  268.95  267.60    9.028   43.047    9.73   327.15
 0.87180D-01   0.9947   0.0000    5.246   1.0386 0.90989D-09  1  0   49.92   41.618  0.01537  268.77  267.39    9.143   42.579    9.81   328.71
 0.89450D-01   0.9935   0.0000    5.310   1.0232 0.86617D-09  1  0   51.72   43.110  0.01558  268.59  267.18    9.224   42.135    9.90   330.28
 0.91720D-01   0.9923   0.0000    5.374   1.0096 0.82669D-09  1  0   53.53   44.614  0.01580  268.41  266.98    9.271   41.720    9.97   331.84
 0.93990D-01   0.9911   0.0000    5.437   0.9980 0.79133D-09  1  0   55.34   46.117  0.01602  268.23  266.80    9.283   41.335   10.05   333.40
 0.96260D-01   0.9898   0.0000    5.499   0.9885 0.75997D-09  1  0   57.14   47.608  0.01625  268.04  266.62    9.259   40.984   10.11   334.96
 0.98530D-01   0.9886   0.0000    5.560   0.9811 0.73245D-09  1  0   58.91   49.073  0.01648  267.86  266.46    9.198   40.668   10.17   336.51
 0.10080D+00   0.9874   0.0000    5.620   0.9758 0.70859D-09  1  0   60.63   50.501  0.01671  267.68  266.32    9.102   40.391   10.22   338.07
 0.10307D+00   0.9862   0.0000    5.679   0.9728 0.68824D-09  1  0   62.30   51.880  0.01694  267.50  266.20    8.970   40.153   10.26   339.62
 0.10534D+00   0.9850   0.0000    5.738   0.9720 0.67123D-09  1  0   63.89   53.197  0.01717  267.34  266.10    8.802   39.956   10.29   341.17
 0.10761D+00   0.9838   0.0000    5.796   0.9735 0.65741D-09  1  0   65.40   54.441  0.01738  267.17  266.02    8.599   39.801   10.31   342.72
 0.10988D+00   0.9826   0.0000    5.853   0.9772 0.64662D-09  1  0   66.81   55.600  0.01759  267.02  265.96    8.362   39.689   10.32   344.26
 0.11215D+00   0.9813   0.0000    5.910   0.9831 0.63875D-09  1  0   68.11   56.664  0.01778  266.88  265.93    8.093   39.621   10.32   345.81
 0.11442D+00   0.9801   0.0000    5.966   0.9911 0.63367D-09  1  0   69.28   57.622  0.01796  266.76  265.92    7.794   39.596   10.32   347.35
 0.11669D+00   0.9789   0.0000    6.021   1.0013 0.63128D-09  1  0   70.31   58.464  0.01812  266.64  265.94    7.465   39.616   10.30   348.89
 0.11896D+00   0.9777   0.0000    6.075   1.0135 0.63151D-09  1  0   71.20   59.182  0.01826  266.55  265.99    7.110   39.678   10.27   350.43
 0.12123D+00   0.9765   0.0000    6.129   1.0276 0.63429D-09  1  0   71.94   59.767  0.01837  266.47  266.06    6.731   39.784   10.23   351.97
 0.12350D+00   0.9753   0.0000    6.183   1.0435 0.63955D-09  1  0   72.51   60.213  0.01846  266.41  266.16    6.331   39.932   10.19   353.50
 0.12577D+00   0.9741   0.0000    6.236   1.0612 0.64728D-09  1  0   72.91   60.513  0.01852  266.37  266.28    5.914   40.120   10.14   355.04
 0.12804D+00   0.9729   0.0000    6.288   1.0804 0.65744D-09  1  0   73.11   60.662  0.01855  266.35  266.43    5.482   40.348   10.08   356.57
 0.13031D+00   0.9717   0.0000    6.339   1.1010 0.67003D-09  1  0   73.10   60.657  0.01855  266.35  266.60    5.041   40.613   10.01   358.10
 0.13258D+00   0.9705   0.0000    6.390   1.1228 0.68506D-09  1  0   72.91   60.495  0.01851  266.37  266.79    4.593   40.913    9.94   359.62
 0.13485D+00   0.9693   0.0000    6.441   1.1457 0.70255D-09  1  0   72.52   60.176  0.01845  266.41  267.00    4.145   41.245    9.87   361.15
 0.13712D+00   0.9681   0.0000    6.491   1.1693 0.72253D-09  1  0   71.95   59.699  0.01836  266.48  267.22    3.700   41.607    9.79   362.67
 0.13939D+00   0.9670   0.0000    6.541   1.1934 0.74504D-09  1  0   71.19   59.068  0.01824  266.56  267.46    3.263   41.996    9.71   364.19
 0.14166D+00   0.9658   0.0000    6.590   1.2179 0.77014D-09  1  0   70.25   58.286  0.01809  266.67  267.71    2.841   42.408    9.62   365.71
 0.14393D+00   0.9646   0.0000    6.638   1.2425 0.79789D-09  1  0   69.13   57.359  0.01791  266.79  267.97    2.438   42.839    9.54   367.23
 0.14620D+00   0.9634   0.0000    6.686   1.2668 0.82835D-09  1  0   67.84   56.293  0.01771  266.93  268.23    2.060   43.285    9.45   368.75
 0.14847D+00   0.9622   0.0000    6.734   1.2907 0.86160D-09  1  0   66.40   55.098  0.01750  267.09  268.49    1.711   43.744    9.37   370.26
 0.15074D+00   0.9610   0.0000    6.781   1.3138 0.89769D-09  1  0   64.82   53.785  0.01727  267.26  268.75    1.398   44.210    9.29   371.78
 0.15301D+00   0.9599   0.0000    6.828   1.3360 0.93668D-09  1  0   63.11   52.366  0.01702  267.44  269.00    1.124   44.679    9.21   373.29
 0.15528D+00   0.9587   0.0000    6.874   1.3568 0.97861D-09  1  0   61.29   50.854  0.01677  267.64  269.24    0.896   45.148    9.14   374.80
 0.15755D+00   0.9575   0.0000    6.920   1.3761 0.10235D-08  1  0   59.38   49.266  0.01651  267.84  269.48    0.716   45.612    9.06   376.30
 0.15982D+00   0.9563   0.0000    6.965   1.3937 0.10713D-08  1  0   57.39   47.618  0.01625  268.04  269.69    0.589   46.068    8.99   377.81
 0.16209D+00   0.9552   0.0000    7.010   1.4092 0.11219D-08  1  0   55.35   45.928  0.01599  268.25  269.89    0.518   46.510    8.93   379.31
 0.16436D+00   0.9540   0.0000    7.055   1.4226 0.11751D-08  1  0   53.29   44.215  0.01574  268.46  270.07    0.505   46.936    8.87   380.81
 0.16663D+00   0.9528   0.0000    7.099   1.4336 0.12307D-08  1  0   51.22   42.497  0.01549  268.67  270.22    0.552   47.342    8.81   382.31
 0.16890D+00   0.9516   0.0000    7.143   1.4422 0.12883D-08  1  0   49.16   40.794  0.01525  268.87  270.35    0.659   47.723    8.76   383.81
 0.17117D+00   0.9505   0.0000    7.186   1.4481 0.13473D-08  1  0   47.15   39.125  0.01502  269.07  270.46    0.825   48.076    8.72   385.31
 0.17344D+00   0.9493   0.0000    7.230   1.4514 0.14071D-08  1  0   45.20   37.508  0.01481  269.26  270.54    1.050   48.398    8.68   386.80
 0.17571D+00   0.9481   0.0000    7.272   1.4519 0.14666D-08  1  0   43.34   35.962  0.01461  269.44  270.60    1.331   48.685    8.65   388.29
 0.17798D+00   0.9470   0.0000    7.315   1.4496 0.15249D-08  1  0   41.58   34.502  0.01443  269.61  270.63    1.664   48.933    8.62   389.78
 0.18025D+00   0.9458   0.0000    7.357   1.4447 0.15806D-08  1  0   39.95   33.144  0.01426  269.76  270.64    2.045   49.140    8.60   391.27
 0.18252D+00   0.9447   0.0000    7.398   1.4371 0.16324D-08  1  0   38.45   31.900  0.01411  269.90  270.62    2.468   49.302    8.59   392.76
 0.18479D+00   0.9435   0.0000    7.440   1.4270 0.16786D-08  1  0   37.10   30.781  0.01397  270.03  270.58    2.927   49.416    8.58   394.24
 0.18706D+00   0.9424   0.0000    7.481   1.4145 0.17177D-08  1  0   35.91   29.796  0.01386  270.14  270.52    3.415   49.481    8.58   395.73
