R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.75000D+11 0.18598D-10 0.10000D+15   0.0050  0  158.735  0.31974  177.29  189.86   -0.000    2.449  158.74
 0.87500D+11 0.21737D-10 0.10000D+15   0.0050  0  158.416  0.28172  189.99  196.38    0.000    2.858  158.42
 0.10000D+12 0.24888D-10 0.10000D+15   0.0050  0  158.013  0.24086  202.57  203.94    0.000    3.266  158.01
 0.11250D+12 0.28050D-10 0.10000D+15   0.0050  0  157.542  0.20542  212.69  212.99   -0.000    3.674   93.31
 0.12500D+12 0.31224D-10 0.10000D+15   0.0050  0  157.367  0.19470  215.59  214.36    0.000    4.082  129.58
 0.13750D+12 0.34346D-10 0.10000D+15   0.0050  0  157.262  0.18894  217.12  216.95    0.000    4.490   96.66
 0.15000D+12 0.37537D-10 0.10000D+15   0.0050  1  157.071  0.17897  219.73  218.22   -0.000    4.899   59.60
 0.16250D+12 0.40665D-10 0.10000D+15   0.0050  1  156.985  0.17498  220.75  220.21    0.000    5.307   54.54
 0.17500D+12 0.43793D-10 0.10000D+15   0.0050  1  156.893  0.17074  221.83  222.15    0.000    5.715   49.92
 0.18750D+12 0.47008D-10 0.10000D+15   0.0050  1  156.748  0.16449  223.40  222.46    0.000    6.123   49.03
 0.20000D+12 0.50142D-10 0.10000D+15   0.0050  1  156.654  0.16081  224.31  224.25   -0.000    6.532   45.40
 0.21250D+12 0.53276D-10 0.10000D+15   0.0050  1  156.551  0.15676  225.31  226.03    0.000    6.940   41.98
 0.22500D+12 0.56513D-10 0.10000D+15   0.0050  1  156.423  0.15210  226.44  226.05    0.000    7.348   41.78
 0.23750D+12 0.59653D-10 0.10000D+15   0.0050  1  156.313  0.14840  227.33  227.75    0.000    7.756   38.92
 0.25000D+12 0.62793D-10 0.10000D+15   0.0050  1  156.186  0.14411  228.36  229.50   -0.000    8.164   36.13
 0.26250D+12 0.66054D-10 0.10000D+15   0.0050  1  156.087  0.14114  229.06  229.24   -0.000    8.573   36.43
 0.27500D+12 0.69200D-10 0.10000D+15   0.0050  1  155.943  0.13692  230.05  230.99   -0.000    8.981   33.92
 0.28750D+12 0.72479D-10 0.10000D+15   0.0050  1  155.848  0.13413  230.70  230.74   -0.000    9.389   34.62
 0.30000D+12 0.75630D-10 0.10000D+15   0.0050  1  155.720  0.13085  231.45  232.24   -0.000    9.797   32.13
 0.31250D+12 0.78928D-10 0.10000D+15   0.0050  1  155.526  0.12585  232.60  232.79    0.000   10.206   31.78
