R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+15   0.0100  1  178.25  149.590  0.12000  235.25  225.19  255.28    7.760    6.344   45.80  1500.64
 0.12500D+11 0.10000D+15   0.0100  1  178.14  149.406  0.11800  235.72  226.23  255.31    7.753    6.748   46.26  1500.66
 0.25000D+11 0.10000D+15   0.0100  1  177.92  149.138  0.11520  236.37  227.39  255.36    7.746    7.153   43.85  1500.73
 0.37500D+11 0.10000D+15   0.0100  1  177.68  148.859  0.11241  237.02  228.49  255.40    7.740    7.559   41.71  1500.79
 0.50000D+11 0.10000D+15   0.0100  1  177.41  148.568  0.10966  237.65  229.55  255.45    7.733    7.964   39.78  1500.86
 0.62500D+11 0.10000D+15   0.0100  1  177.12  148.266  0.10693  238.28  230.57  255.49    7.727    8.370   38.03  1500.93
 0.75000D+11 0.10000D+15   0.0100  1  176.82  147.951  0.10423  238.90  231.55  255.54    7.720    8.776   36.44  1501.00
 0.87500D+11 0.10000D+15   0.0100  1  176.49  147.625  0.10157  239.51  232.49  255.59    7.714    9.181   34.99  1501.06
 0.10000D+12 0.10000D+15   0.0100  1  176.14  147.286  0.09894  240.10  233.40  255.65    7.707    9.587   33.66  1501.13
 0.11250D+12 0.10000D+15   0.0100  1  175.78  146.933  0.09635  240.69  234.28  255.70    7.701    9.993   32.44  1501.20
 0.12500D+12 0.10000D+15   0.0100  1  175.39  146.566  0.09379  241.27  235.13  255.76    7.694   10.400   31.31  1501.26
 0.13750D+12 0.10000D+15   0.0100  1  174.98  146.184  0.09127  241.84  235.95  255.82    7.688   10.806   30.26  1501.33
 0.15000D+12 0.10000D+15   0.0100  1  174.55  145.786  0.08878  242.40  236.75  255.88    7.681   11.212   29.29  1501.39
 0.16250D+12 0.10000D+15   0.0100  1  174.09  145.371  0.08632  242.96  237.53  255.95    7.675   11.619   28.38  1501.45
 0.17500D+12 0.10000D+15   0.0100  1  173.62  144.939  0.08390  243.50  238.29  256.01    7.668   12.025   27.53  1501.51
 0.18750D+12 0.10000D+15   0.0100  1  173.11  144.488  0.08152  244.04  239.04  256.08    7.661   12.432   26.74  1501.58
 0.20000D+12 0.10000D+15   0.0100  1  172.58  144.017  0.07916  244.57  239.76  256.16    7.654   12.838   26.00  1501.64
 0.21250D+12 0.10000D+15   0.0100  1  172.03  143.525  0.07685  245.09  240.47  256.23    7.647   13.245   25.30  1501.70
 0.22500D+12 0.10000D+15   0.0100  1  171.44  143.011  0.07456  245.61  241.16  256.31    7.640   13.652   24.64  1501.76
 0.23750D+12 0.10000D+15   0.0100  1  170.83  142.473  0.07231  246.11  241.83  256.40    7.633   14.059   24.02  1501.82
 0.25000D+12 0.10000D+15   0.0100  1  170.18  141.909  0.07009  246.62  242.50  256.48    7.625   14.466   23.43  1501.88
 0.26250D+12 0.10000D+15   0.0100  1  169.50  141.318  0.06791  247.12  243.15  256.57    7.618   14.873   22.88  1501.94
 0.27500D+12 0.10000D+15   0.0100  1  168.78  140.698  0.06575  247.61  243.79  256.67    7.610   15.281   22.35  1502.00
 0.28750D+12 0.10000D+15   0.0100  1  168.03  140.048  0.06364  248.10  244.42  256.77    7.602   15.688   21.86  1502.06
 0.30000D+12 0.10000D+15   0.0100  1  167.23  139.365  0.06155  248.58  245.04  256.87    7.594   16.096   21.38  1502.12
 0.31250D+12 0.10000D+15   0.0100  1  166.39  138.647  0.05950  249.06  245.64  256.98    7.585   16.503   20.93  1502.18
 0.32500D+12 0.10000D+15   0.0100  1  165.51  137.892  0.05748  249.54  246.24  257.09    7.577   16.911   20.50  1502.24
 0.33750D+12 0.10000D+15   0.0100  1  164.57  137.097  0.05550  250.01  246.84  257.21    7.568   17.319   20.09  1502.29
 0.35000D+12 0.10000D+15   0.0100  1  163.59  136.260  0.05356  250.48  247.42  257.34    7.558   17.726   19.71  1502.35
 0.36250D+12 0.10000D+15   0.0100  1  162.55  135.378  0.05165  250.94  248.00  257.47    7.549   18.134   19.33  1502.41
 0.37500D+12 0.10000D+15   0.0100  1  161.45  134.449  0.04977  251.41  248.57  257.61    7.539   18.543   18.98  1502.47
 0.38750D+12 0.10000D+15   0.0100  1  160.29  133.470  0.04794  251.87  249.13  257.75    7.528   18.951   18.64  1502.53
 0.40000D+12 0.10000D+15   0.0100  1  159.06  132.437  0.04614  252.33  249.69  257.90    7.517   19.359   18.31  1502.58
 0.41250D+12 0.10000D+15   0.0100  1  157.77  131.347  0.04438  252.79  250.24  258.06    7.506   19.767   18.00  1502.64
 0.42500D+12 0.10000D+15   0.0100  1  156.40  130.198  0.04267  253.24  250.79  258.23    7.494   20.176   17.71  1502.70
 0.43750D+12 0.10000D+15   0.0100  1  154.96  128.987  0.04099  253.70  251.33  258.40    7.482   20.584   17.42  1502.75
 0.45000D+12 0.10000D+15   0.0100  1  153.44  127.710  0.03936  254.15  251.87  258.59    7.469   20.993   17.15  1502.81
 0.46250D+12 0.10000D+15   0.0100  1  151.83  126.365  0.03777  254.61  252.41  258.78    7.456   21.401   16.89  1502.87
 0.47500D+12 0.10000D+15   0.0100  1  150.14  124.948  0.03623  255.06  252.94  258.98    7.441   21.810   16.63  1502.92
 0.48750D+12 0.10000D+15   0.0100  1  148.36  123.458  0.03474  255.51  253.47  259.19    7.427   22.219   16.39  1502.98
 0.50000D+12 0.10000D+15   0.0100  1  146.49  121.893  0.03330  255.97  253.99  259.41    7.411   22.628   16.16  1503.03
 0.51250D+12 0.10000D+15   0.0100  1  144.52  120.250  0.03190  256.42  254.51  259.64    7.395   23.036   15.94  1503.09
 0.52500D+12 0.10000D+15   0.0100  1  142.46  118.530  0.03056  256.87  255.03  259.88    7.378   23.445   15.73  1503.14
 0.53750D+12 0.10000D+15   0.0100  1  140.30  116.730  0.02926  257.32  255.55  260.13    7.360   23.854   15.52  1503.19
 0.55000D+12 0.10000D+15   0.0100  1  138.05  114.851  0.02802  257.77  256.06  260.38    7.342   24.263   15.32  1503.25
 0.56250D+12 0.10000D+15   0.0100  1  135.71  112.894  0.02683  258.22  256.56  260.65    7.322   24.671   15.13  1503.30
 0.57500D+12 0.10000D+15   0.0100  1  133.27  110.861  0.02570  258.67  257.07  260.92    7.302   25.080   14.95  1503.35
 0.58750D+12 0.10000D+15   0.0100  1  130.74  108.754  0.02462  259.11  257.56  261.20    7.281   25.488   14.77  1503.40
 0.60000D+12 0.10000D+15   0.0100  1  128.12  106.577  0.02359  259.55  258.06  261.49    7.259   25.896   14.60  1503.45
 0.61250D+12 0.10000D+15   0.0100  1  125.43  104.332  0.02261  259.99  258.54  261.78    7.237   26.305   14.44  1503.50
 0.62500D+12 0.10000D+15   0.0100  1  122.66  102.025  0.02168  260.43  259.02  262.08    7.214   26.712   14.28  1503.55
 0.63750D+12 0.10000D+15   0.0100  1  119.82   99.662  0.02080  260.86  259.50  262.38    7.190   27.120   14.12  1503.59
