R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+13   0.0300  1  164.87  137.593  0.17746  224.16  215.10  257.14   14.911   12.398   21.92  1497.31
 0.12500D+11 0.10000D+13   0.0300  1  164.71  137.434  0.17617  224.53  215.75  257.16   14.907   12.806   22.56  1497.38
 0.25000D+11 0.10000D+13   0.0300  1  164.58  137.303  0.17512  224.84  216.32  257.18   14.905   13.214   21.91  1497.43
 0.37500D+11 0.10000D+13   0.0300  1  164.45  137.172  0.17408  225.14  216.87  257.20   14.902   13.623   21.31  1497.49
 0.50000D+11 0.10000D+13   0.0300  1  164.32  137.039  0.17304  225.44  217.42  257.22   14.899   14.031   20.74  1497.54
 0.62500D+11 0.10000D+13   0.0300  1  164.18  136.906  0.17200  225.74  217.95  257.24   14.896   14.439   20.21  1497.59
 0.75000D+11 0.10000D+13   0.0300  1  164.04  136.772  0.17097  226.04  218.46  257.26   14.893   14.847   19.70  1497.64
 0.87500D+11 0.10000D+13   0.0300  1  163.90  136.636  0.16995  226.33  218.97  257.28   14.891   15.255   19.22  1497.69
 0.10000D+12 0.10000D+13   0.0300  1  163.76  136.500  0.16893  226.63  219.46  257.30   14.888   15.664   18.76  1497.74
 0.11250D+12 0.10000D+13   0.0300  1  163.61  136.364  0.16792  226.92  219.94  257.32   14.885   16.072   18.33  1497.79
 0.12500D+12 0.10000D+13   0.0300  1  163.46  136.226  0.16691  227.20  220.42  257.34   14.882   16.480   17.92  1497.84
 0.13750D+12 0.10000D+13   0.0300  1  163.32  136.088  0.16591  227.49  220.88  257.36   14.879   16.888   17.53  1497.89
 0.15000D+12 0.10000D+13   0.0300  1  163.17  135.950  0.16492  227.77  221.33  257.38   14.876   17.297   17.15  1497.94
 0.16250D+12 0.10000D+13   0.0300  1  163.02  135.810  0.16394  228.05  221.78  257.40   14.873   17.705   16.79  1497.98
 0.17500D+12 0.10000D+13   0.0300  1  162.87  135.670  0.16296  228.33  222.22  257.42   14.870   18.113   16.45  1498.03
 0.18750D+12 0.10000D+13   0.0300  1  162.71  135.530  0.16199  228.61  222.65  257.45   14.868   18.521   16.13  1498.07
 0.20000D+12 0.10000D+13   0.0300  1  162.56  135.389  0.16103  228.88  223.07  257.47   14.865   18.929   15.81  1498.12
 0.21250D+12 0.10000D+13   0.0300  1  162.40  135.247  0.16008  229.15  223.48  257.49   14.862   19.338   15.51  1498.16
 0.22500D+12 0.10000D+13   0.0300  1  162.24  135.105  0.15913  229.42  223.89  257.51   14.859   19.746   15.23  1498.21
 0.23750D+12 0.10000D+13   0.0300  1  162.09  134.962  0.15819  229.68  224.29  257.53   14.856   20.154   14.95  1498.25
 0.25000D+12 0.10000D+13   0.0300  1  161.93  134.818  0.15726  229.95  224.68  257.55   14.853   20.562   14.68  1498.29
 0.26250D+12 0.10000D+13   0.0300  1  161.77  134.675  0.15633  230.21  225.06  257.57   14.850   20.971   14.43  1498.33
 0.27500D+12 0.10000D+13   0.0300  1  161.61  134.530  0.15541  230.47  225.44  257.59   14.847   21.379   14.18  1498.37
 0.28750D+12 0.10000D+13   0.0300  1  161.44  134.385  0.15450  230.72  225.82  257.61   14.844   21.787   13.95  1498.42
 0.30000D+12 0.10000D+13   0.0300  1  161.28  134.239  0.15360  230.98  226.19  257.64   14.841   22.195   13.72  1498.46
 0.31250D+12 0.10000D+13   0.0300  1  161.12  134.093  0.15270  231.23  226.55  257.66   14.838   22.603   13.50  1498.50
 0.32500D+12 0.10000D+13   0.0300  1  160.95  133.947  0.15181  231.48  226.91  257.68   14.835   23.012   13.28  1498.53
 0.33750D+12 0.10000D+13   0.0300  1  160.78  133.799  0.15093  231.72  227.26  257.70   14.832   23.420   13.08  1498.57
 0.35000D+12 0.10000D+13   0.0300  1  160.62  133.652  0.15005  231.97  227.61  257.72   14.828   23.828   12.88  1498.61
 0.36250D+12 0.10000D+13   0.0300  1  160.45  133.503  0.14918  232.21  227.95  257.75   14.825   24.236   12.69  1498.65
 0.37500D+12 0.10000D+13   0.0300  1  160.28  133.354  0.14832  232.45  228.29  257.77   14.822   24.645   12.50  1498.69
 0.38750D+12 0.10000D+13   0.0300  1  160.11  133.205  0.14746  232.69  228.62  257.79   14.819   25.053   12.32  1498.72
 0.40000D+12 0.10000D+13   0.0300  1  159.94  133.055  0.14661  232.93  228.95  257.81   14.816   25.461   12.15  1498.76
 0.41250D+12 0.10000D+13   0.0300  1  159.76  132.904  0.14577  233.16  229.27  257.83   14.813   25.869   11.98  1498.80
 0.42500D+12 0.10000D+13   0.0300  1  159.59  132.753  0.14493  233.39  229.60  257.86   14.810   26.277   11.81  1498.83
 0.43750D+12 0.10000D+13   0.0300  1  159.42  132.601  0.14410  233.62  229.91  257.88   14.807   26.686   11.65  1498.87
 0.45000D+12 0.10000D+13   0.0300  1  159.24  132.449  0.14327  233.85  230.22  257.90   14.804   27.094   11.50  1498.90
 0.46250D+12 0.10000D+13   0.0300  1  159.07  132.296  0.14245  234.08  230.53  257.92   14.800   27.502   11.35  1498.94
