R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.71074D-09 0.11000D+13 0.10000D+15   0.0300  1   56.994  0.03592  265.70  267.47    0.003   35.926   11.30
 0.78292D-09 0.11125D+13 0.10000D+15   0.0300  1   52.164  0.03419  266.47  267.99    0.450   36.752   11.14
 0.84745D-09 0.11250D+13 0.10000D+15   0.0300  1   48.622  0.03302  267.02  268.37    0.716   37.412   11.00
 0.90947D-09 0.11375D+13 0.10000D+15   0.0300  1   45.724  0.03211  267.45  268.68    0.895   37.991   10.88
 0.97273D-09 0.11500D+13 0.10000D+15   0.0300  1   43.148  0.03134  267.82  268.95    1.035   38.535   10.77
 0.10360D-08 0.11625D+13 0.10000D+15   0.0300  1   40.894  0.03070  268.14  269.19    1.135   39.041   10.67
 0.11066D-08 0.11750D+13 0.10000D+15   0.0300  1   38.640  0.03008  268.45  269.42    1.247   39.559   10.56
 0.11758D-08 0.11875D+13 0.10000D+15   0.0300  1   36.708  0.02957  268.72  269.62    1.316   40.035   10.47
 0.12414D-08 0.12000D+13 0.10000D+15   0.0300  1   35.098  0.02915  268.93  269.79    1.337   40.467   10.38
 0.13132D-08 0.12125D+13 0.10000D+15   0.0300  1   33.488  0.02875  269.15  269.96    1.369   40.908   10.29
 0.13923D-08 0.12250D+13 0.10000D+15   0.0300  1   31.878  0.02836  269.36  270.11    1.411   41.360   10.20
 0.14645D-08 0.12375D+13 0.10000D+15   0.0300  1   30.590  0.02805  269.53  270.25    1.400   41.759   10.12
 0.15431D-08 0.12500D+13 0.10000D+15   0.0300  1   29.302  0.02774  269.69  270.38    1.398   42.168   10.04
 0.16288D-08 0.12625D+13 0.10000D+15   0.0300  1   28.014  0.02745  269.85  270.51    1.406   42.586    9.96
 0.17228D-08 0.12750D+13 0.10000D+15   0.0300  1   26.726  0.02716  270.02  270.63    1.425   43.015    9.88
 0.18038D-08 0.12875D+13 0.10000D+15   0.0300  1   25.760  0.02694  270.14  270.73    1.379   43.381    9.81
 0.18911D-08 0.13000D+13 0.10000D+15   0.0300  1   24.794  0.02673  270.26  270.84    1.342   43.754    9.74
 0.19854D-08 0.13125D+13 0.10000D+15   0.0300  1   23.828  0.02653  270.37  270.93    1.312   44.136    9.67
 0.20877D-08 0.13250D+13 0.10000D+15   0.0300  1   22.862  0.02632  270.49  271.03    1.292   44.526    9.60
 0.21990D-08 0.13375D+13 0.10000D+15   0.0300  1   21.896  0.02612  270.61  271.11    1.282   44.925    9.52
 0.22859D-08 0.13500D+13 0.10000D+15   0.0300  1   21.252  0.02599  270.69  271.19    1.191   45.246    9.46
 0.24154D-08 0.13625D+13 0.10000D+15   0.0300  1   20.286  0.02579  270.80  271.27    1.199   45.664    9.39
 0.25165D-08 0.13750D+13 0.10000D+15   0.0300  1   19.642  0.02566  270.88  271.34    1.122   45.998    9.33
 0.26243D-08 0.13875D+13 0.10000D+15   0.0300  1   18.998  0.02553  270.96  271.42    1.051   46.338    9.27
 0.26931D-08 0.14000D+13 0.10000D+15   0.0300  1   18.676  0.02546  270.99  271.49    0.882   46.582    9.22
 0.26716D-08 0.14125D+13 0.10000D+15   0.0300  1   18.998  0.02553  270.96  271.58    0.508   46.624    9.21
 0.26953D-08 0.14250D+13 0.10000D+15   0.0300  1   18.998  0.02553  270.96  271.66    0.236   46.767    9.18
 0.13877D-08 0.14375D+13 0.10000D+15   0.0300  1   37.674  0.02982  268.59  269.59   -3.477   43.634   10.31
 0.14235D-08 0.14500D+13 0.10000D+15   0.0300  1   37.030  0.02965  268.67  269.68   -3.667   43.858   10.27
 0.14733D-08 0.14625D+13 0.10000D+15   0.0300  1   36.064  0.02940  268.80  269.74   -3.844   44.094   10.23
 0.15123D-08 0.14750D+13 0.10000D+15   0.0300  1   35.420  0.02924  268.89  269.82   -4.036   44.315   10.19
 0.15527D-08 0.14875D+13 0.10000D+15   0.0300  1   34.776  0.02907  268.98  269.90   -4.229   44.536   10.15
 0.16095D-08 0.15000D+13 0.10000D+15   0.0300  1   33.810  0.02883  269.11  269.95   -4.408   44.767   10.11
 0.16537D-08 0.15125D+13 0.10000D+15   0.0300  1   33.166  0.02867  269.19  270.01   -4.603   44.985   10.07
 0.16997D-08 0.15250D+13 0.10000D+15   0.0300  1   32.522  0.02851  269.27  270.08   -4.798   45.202   10.03
 0.17475D-08 0.15375D+13 0.10000D+15   0.0300  1   31.878  0.02836  269.36  270.14   -4.995   45.418    9.99
 0.17793D-08 0.15500D+13 0.10000D+15   0.0300  1   31.556  0.02828  269.40  270.23   -5.206   45.622    9.95
 0.18303D-08 0.15625D+13 0.10000D+15   0.0300  1   30.912  0.02812  269.48  270.29   -5.404   45.836    9.91
 0.19033D-08 0.15750D+13 0.10000D+15   0.0300  1   29.946  0.02790  269.61  270.30   -5.589   46.060    9.88
