R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.1089    0.824   0.9798 0.69784D-08  0  0    6.02    5.000  0.00000  272.69  267.87   74.022  105.546    5.00   274.50
 0.12270D-01   1.0362   0.1107    1.469   0.9967 0.35209D-08  0  0   12.19   10.114  0.00000  272.21  268.62   28.145   60.329   10.11   276.30
 0.14540D-01   1.0349   0.1125    1.879   1.0126 0.24592D-08  0  0   17.78   14.756  0.00000  271.77  268.98   13.809   46.619   14.76   278.11
 0.16810D-01   1.0336   0.1142    2.133   1.0275 0.21064D-08  1  0   20.73   17.512  0.00000  271.50  269.16    9.732   43.071   10.01   279.92
 0.19080D-01   1.0324   0.1157    2.358   1.0411 0.18959D-08  1  0   23.44   19.741  0.00000  271.28  269.29    8.770   42.550   10.11   281.72
 0.21350D-01   1.0311   0.1170    2.563   1.0533 0.17474D-08  1  0   25.82   21.697  0.00000  271.09  269.39    7.988   42.166   10.18   283.53
 0.23620D-01   1.0298   0.1182    2.747   1.0639 0.16378D-08  1  0   27.90   23.407  0.00000  270.92  269.47    7.346   41.871   10.23   285.34
 0.25890D-01   1.0285   0.1192    2.916   1.0727 0.15538D-08  1  0   29.73   24.902  0.00000  270.77  269.53    6.819   41.636   10.27   287.14
 0.28160D-01   1.0273   0.1200    3.072   1.0798 0.14872D-08  1  0   31.33   26.211  0.00000  270.64  269.57    6.390   41.440   10.30   288.95
 0.30430D-01   1.0260   0.1205    3.217   1.0849 0.14324D-08  1  0   32.73   27.360  0.00000  270.53  269.60    6.049   41.267   10.33   290.75
 0.32700D-01   1.0247   0.1209    3.354   1.0879 0.13860D-08  1  0   33.98   28.376  0.00000  270.43  269.60    5.786   41.107   10.35   292.56
 0.34970D-01   1.0234   0.1210    3.483   1.0890 0.13453D-08  1  0   35.08   29.281  0.00000  270.34  269.60    5.594   40.950   10.38   294.36
