R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+14   0.0050  1  186.31  156.179  0.14386  228.42  218.85  254.22    7.842    6.351   43.49  1499.65
 0.12500D+11 0.32000D+14   0.0050  1  186.32  156.099  0.14137  229.01  219.98  254.23    7.836    6.755   43.71  1499.69
 0.25000D+11 0.32000D+14   0.0050  1  186.31  156.012  0.13879  229.61  221.07  254.24    7.831    7.161   41.44  1499.75
 0.37500D+11 0.32000D+14   0.0050  1  186.29  155.924  0.13623  230.21  222.11  254.26    7.827    7.566   39.40  1499.81
 0.50000D+11 0.32000D+14   0.0050  1  186.26  155.832  0.13369  230.80  223.10  254.27    7.822    7.971   37.57  1499.87
 0.62500D+11 0.32000D+14   0.0050  1  186.22  155.738  0.13118  231.38  224.05  254.29    7.818    8.377   35.91  1499.93
 0.75000D+11 0.32000D+14   0.0050  1  186.18  155.641  0.12870  231.95  224.97  254.31    7.814    8.783   34.40  1500.00
 0.87500D+11 0.32000D+14   0.0050  1  186.12  155.542  0.12624  232.51  225.85  254.32    7.809    9.188   33.02  1500.06
 0.10000D+12 0.32000D+14   0.0050  1  186.06  155.440  0.12381  233.06  226.70  254.34    7.805    9.594   31.76  1500.11
 0.11250D+12 0.32000D+14   0.0050  1  185.99  155.336  0.12142  233.60  227.51  254.36    7.801   10.000   30.60  1500.17
 0.12500D+12 0.32000D+14   0.0050  1  185.91  155.228  0.11905  234.12  228.31  254.37    7.797   10.406   29.52  1500.23
 0.13750D+12 0.32000D+14   0.0050  1  185.83  155.118  0.11672  234.64  229.07  254.39    7.793   10.812   28.53  1500.29
 0.15000D+12 0.32000D+14   0.0050  1  185.74  155.005  0.11441  235.16  229.82  254.41    7.789   11.218   27.60  1500.35
 0.16250D+12 0.32000D+14   0.0050  1  185.64  154.888  0.11213  235.66  230.54  254.43    7.786   11.624   26.74  1500.40
 0.17500D+12 0.32000D+14   0.0050  1  185.54  154.769  0.10988  236.15  231.24  254.45    7.782   12.030   25.93  1500.46
 0.18750D+12 0.32000D+14   0.0050  1  185.43  154.646  0.10766  236.64  231.92  254.47    7.778   12.437   25.17  1500.51
 0.20000D+12 0.32000D+14   0.0050  1  185.31  154.519  0.10547  237.11  232.58  254.49    7.774   12.843   24.46  1500.56
 0.21250D+12 0.32000D+14   0.0050  1  185.19  154.389  0.10330  237.58  233.23  254.51    7.771   13.249   23.80  1500.62
 0.22500D+12 0.32000D+14   0.0050  1  185.06  154.254  0.10116  238.04  233.86  254.53    7.767   13.656   23.17  1500.67
 0.23750D+12 0.32000D+14   0.0050  1  184.93  154.116  0.09904  238.49  234.47  254.56    7.763   14.062   22.57  1500.72
 0.25000D+12 0.32000D+14   0.0050  1  184.79  153.973  0.09695  238.94  235.08  254.58    7.760   14.469   22.01  1500.77
 0.26250D+12 0.32000D+14   0.0050  1  184.64  153.826  0.09488  239.38  235.66  254.60    7.756   14.876   21.48  1500.83
