R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.10000D-01   1.0375   0.0000    1.814   1.0881 0.77498D-08  0  0    6.02    5.000  0.01529  272.71  268.51   72.254  107.327    5.00   274.34
 0.12270D-01   1.0362   0.0000    2.008   1.1067 0.39964D-08  0  0   11.92    9.893  0.01584  272.20  269.30   27.322   63.119    9.89   275.97
 0.14540D-01   1.0349   0.0000    2.185   1.1243 0.28564D-08  0  0   16.99   14.099  0.01634  271.76  269.68   13.381   49.858   14.10   277.60
 0.16810D-01   1.0336   0.0000    2.348   1.1407 0.24695D-08  0  0   19.97   16.572  0.01665  271.49  269.87    8.301   45.379   16.57   279.23
 0.19080D-01   1.0324   0.0000    2.500   1.1557 0.22919D-08  1  0   21.51   18.109  0.01685  271.33  270.01    6.669   44.257    9.73   280.85
 0.21350D-01   1.0311   0.0000    2.643   1.1691 0.21688D-08  1  0   23.07   19.374  0.01702  271.19  270.12    5.987   44.018    9.77   282.48
 0.23620D-01   1.0298   0.0000    2.778   1.1807 0.20784D-08  1  0   24.37   20.432  0.01716  271.07  270.21    5.427   43.845    9.79   284.10
 0.25890D-01   1.0285   0.0000    2.907   1.1904 0.20103D-08  1  0   25.46   21.309  0.01728  270.98  270.28    4.974   43.714    9.81   285.72
 0.28160D-01   1.0273   0.0000    3.030   1.1980 0.19577D-08  1  0   26.37   22.033  0.01738  270.90  270.34    4.614   43.610    9.83   287.33
 0.30430D-01   1.0260   0.0000    3.147   1.2036 0.19157D-08  1  0   27.11   22.628  0.01746  270.83  270.38    4.341   43.521    9.84   288.95
 0.32700D-01   1.0247   0.0000    3.261   1.2069 0.18809D-08  1  0   27.72   23.118  0.01753  270.77  270.40    4.145   43.436    9.85   290.56
 0.34970D-01   1.0234   0.0000    3.370   1.2079 0.18504D-08  1  0   28.23   23.525  0.01758  270.73  270.41    4.021   43.347    9.87   292.17
 0.37240D-01   1.0222   0.0000    3.475   1.2066 0.18221D-08  1  0   28.65   23.870  0.01763  270.69  270.40    3.963   43.248    9.88   293.78
 0.39510D-01   1.0209   0.0000    3.577   1.2031 0.17943D-08  1  0   29.02   24.174  0.01768  270.66  270.37    3.964   43.134    9.91   295.39
 0.41780D-01   1.0196   0.0000    3.676   1.1974 0.17656D-08  1  0   29.36   24.455  0.01772  270.62  270.32    4.020   43.000    9.93   296.99
 0.44050D-01   1.0184   0.0000    3.773   1.1895 0.17349D-08  1  0   29.68   24.729  0.01776  270.59  270.26    4.124   42.843    9.97   298.59
 0.46320D-01   1.0171   0.0000    3.866   1.1796 0.17014D-08  1  0   30.01   25.010  0.01780  270.56  270.19    4.271   42.660   10.01   300.20
 0.48590D-01   1.0159   0.0000    3.957   1.1678 0.16645D-08  1  0   30.36   25.314  0.01784  270.53  270.10    4.455   42.450   10.05   301.79
 0.50860D-01   1.0146   0.0000    4.046   1.1542 0.16238D-08  1  0   30.75   25.651  0.01789  270.49  269.99    4.670   42.212   10.10   303.39
 0.53130D-01   1.0134   0.0000    4.133   1.1391 0.15794D-08  1  0   31.19   26.032  0.01794  270.44  269.87    4.909   41.946   10.16   304.99
 0.55400D-01   1.0121   0.0000    4.218   1.1225 0.15314D-08  1  0   31.70   26.465  0.01801  270.39  269.74    5.169   41.652   10.23   306.58
 0.57670D-01   1.0109   0.0000    4.301   1.1047 0.14801D-08  1  0   32.27   26.957  0.01808  270.34  269.59    5.442   41.332   10.30   308.17
 0.59940D-01   1.0096   0.0000    4.382   1.0859 0.14260D-08  1  0   32.93   27.514  0.01816  270.27  269.44    5.725   40.988   10.38   309.76
 0.62210D-01   1.0084   0.0000    4.461   1.0664 0.13697D-08  1  0   33.67   28.140  0.01826  270.20  269.27    6.011   40.621   10.46   311.35
 0.64480D-01   1.0071   0.0000    4.539   1.0463 0.13120D-08  1  0   34.50   28.837  0.01836  270.12  269.09    6.298   40.236   10.55   312.93
 0.66750D-01   1.0059   0.0000    4.616   1.0259 0.12536D-08  1  0   35.41   29.606  0.01848  270.03  268.90    6.579   39.834   10.65   314.51
 0.69020D-01   1.0046   0.0000    4.691   1.0053 0.11952D-08  1  0   36.42   30.448  0.01861  269.93  268.71    6.852   39.419   10.75   316.09
 0.71290D-01   1.0034   0.0000    4.764   0.9849 0.11376D-08  1  0   37.50   31.359  0.01876  269.83  268.51    7.113   38.996   10.85   317.67
 0.73560D-01   1.0021   0.0000    4.836   0.9649 0.10814D-08  1  0   38.67   32.338  0.01891  269.71  268.30    7.359   38.568   10.96   319.25
 0.75830D-01   1.0009   0.0000    4.907   0.9453 0.10271D-08  1  0   39.92   33.380  0.01908  269.59  268.10    7.587   38.139   11.07   320.83
 0.78100D-01   0.9997   0.0000    4.977   0.9265 0.97523D-09  1  0   41.24   34.481  0.01926  269.46  267.89    7.795   37.712   11.18   322.40
 0.80370D-01   0.9984   0.0000    5.046   0.9086 0.92613D-09  1  0   42.62   35.633  0.01946  269.32  267.67    7.980   37.292   11.28   323.97
 0.82640D-01   0.9972   0.0000    5.114   0.8917 0.88008D-09  1  0   44.06   36.829  0.01966  269.17  267.46    8.140   36.882   11.39   325.54
 0.84910D-01   0.9960   0.0000    5.180   0.8761 0.83726D-09  1  0   45.54   38.063  0.01988  269.02  267.26    8.275   36.486   11.49   327.11
 0.87180D-01   0.9947   0.0000    5.246   0.8617 0.79778D-09  1  0   47.06   39.324  0.02010  268.86  267.06    8.382   36.106   11.60   328.67
 0.89450D-01   0.9935   0.0000    5.310   0.8488 0.76170D-09  1  0   48.60   40.605  0.02034  268.70  266.86    8.460   35.746   11.69   330.24
 0.91720D-01   0.9923   0.0000    5.374   0.8375 0.72900D-09  1  0   50.15   41.894  0.02058  268.54  266.68    8.509   35.408   11.78   331.80
 0.93990D-01   0.9911   0.0000    5.437   0.8278 0.69963D-09  1  0   51.70   43.183  0.02082  268.38  266.50    8.527   35.095   11.86   333.36
 0.96260D-01   0.9898   0.0000    5.499   0.8198 0.67351D-09  1  0   53.24   44.460  0.02107  268.21  266.34    8.515   34.809   11.94   334.92
 0.98530D-01   0.9886   0.0000    5.560   0.8135 0.65056D-09  1  0   54.75   45.716  0.02132  268.05  266.20    8.473   34.552   12.01   336.47
 0.10080D+00   0.9874   0.0000    5.620   0.8091 0.63065D-09  1  0   56.23   46.940  0.02157  267.89  266.07    8.399   34.325   12.07   338.03
 0.10307D+00   0.9862   0.0000    5.679   0.8065 0.61366D-09  1  0   57.66   48.121  0.02182  267.74  265.96    8.296   34.131   12.11   339.58
 0.10534D+00   0.9850   0.0000    5.738   0.8058 0.59949D-09  1  0   59.02   49.249  0.02206  267.59  265.86    8.162   33.969   12.15   341.13
 0.10761D+00   0.9838   0.0000    5.796   0.8069 0.58802D-09  1  0   60.31   50.314  0.02229  267.45  265.79    7.999   33.842   12.18   342.68
