R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+16   0.0000  1  143.96  121.449  0.00000  259.47  247.66  259.47    7.694    6.543   52.17  1503.77
 0.12500D+11 0.32000D+16   0.0000  1  145.86  122.911  0.00000  259.27  248.13  259.27    7.694    6.938   53.79  1503.76
 0.25000D+11 0.32000D+16   0.0000  1  136.48  115.052  0.00000  260.35  249.82  260.35    7.590    7.329   51.55  1503.82
 0.37500D+11 0.32000D+16   0.0000  1  127.22  107.296  0.00000  261.39  251.41  261.39    7.488    7.719   49.52  1503.88
 0.50000D+11 0.32000D+16   0.0000  1  118.14   99.699  0.00000  262.38  252.89  262.38    7.390    8.109   47.68  1503.93
 0.62500D+11 0.32000D+16   0.0000  1  109.31   92.308  0.00000  263.31  254.28  263.31    7.294    8.498   45.99  1503.97
 0.75000D+11 0.32000D+16   0.0000  1  100.77   85.169  0.00000  264.18  255.57  264.18    7.202    8.887   44.42  1504.01
 0.87500D+11 0.32000D+16   0.0000  1   92.57   78.321  0.00000  265.00  256.77  265.00    7.115    9.276   42.97  1504.05
 0.10000D+12 0.32000D+16   0.0000  1   84.77   71.795  0.00000  265.76  257.87  265.76    7.032    9.665   41.61  1504.08
 0.11250D+12 0.32000D+16   0.0000  1   77.38   65.621  0.00000  266.47  258.90  266.47    6.953   10.054   40.34  1504.12
 0.12500D+12 0.32000D+16   0.0000  1   70.45   59.831  0.00000  267.11  259.83  267.11    6.878   10.443   39.14  1504.14
 0.13750D+12 0.32000D+16   0.0000  1   64.06   54.494  0.00000  267.70  260.69  267.70    6.804   10.828   38.02  1504.17
 0.15000D+12 0.32000D+16   0.0000  1   58.64   49.966  0.00000  268.19  261.43  268.19    6.717   11.193   36.99  1504.19
 0.16250D+12 0.32000D+16   0.0000  0   57.94   48.081  0.00000  268.39  261.94  268.39    6.629   11.534   48.08  1504.21
 0.17500D+12 0.32000D+16   0.0000  0   56.74   47.080  0.00000  268.50  262.37  268.50    6.619   11.940   47.08  1504.23
 0.18750D+12 0.32000D+16   0.0000  0   55.58   46.118  0.00000  268.60  262.78  268.60    6.608   12.347   46.12  1504.25
 0.20000D+12 0.32000D+16   0.0000  0   54.47   45.195  0.00000  268.70  263.18  268.70    6.599   12.754   45.19  1504.26
 0.21250D+12 0.32000D+16   0.0000  0   53.40   44.306  0.00000  268.79  263.57  268.79    6.589   13.160   44.31  1504.28
 0.22500D+12 0.32000D+16   0.0000  0   52.37   43.451  0.00000  268.88  263.95  268.88    6.580   13.567   43.45  1504.29
 0.23750D+12 0.32000D+16   0.0000  0   51.37   42.628  0.00000  268.97  264.32  268.97    6.572   13.974   42.63  1504.30
 0.25000D+12 0.32000D+16   0.0000  0   50.42   41.835  0.00000  269.05  264.67  269.05    6.564   14.381   41.83  1504.31
 0.26250D+12 0.32000D+16   0.0000  0   49.49   41.070  0.00000  269.13  265.02  269.13    6.556   14.788   41.07  1504.32
 0.27500D+12 0.32000D+16   0.0000  0   48.61   40.332  0.00000  269.21  265.36  269.21    6.548   15.195   40.33  1504.33
 0.28750D+12 0.32000D+16   0.0000  0   47.75   39.619  0.00000  269.28  265.69  269.28    6.541   15.602   39.62  1504.34
 0.30000D+12 0.32000D+16   0.0000  0   46.92   38.931  0.00000  269.35  266.02  269.35    6.534   16.009   38.93  1504.34
 0.31250D+12 0.32000D+16   0.0000  0   46.12   38.266  0.00000  269.42  266.33  269.42    6.527   16.416   38.27  1504.35
 0.32500D+12 0.32000D+16   0.0000  0   45.34   37.623  0.00000  269.49  266.64  269.49    6.520   16.824   37.62  1504.36
 0.33750D+12 0.32000D+16   0.0000  0   44.59   37.001  0.00000  269.55  266.94  269.55    6.514   17.231   37.00  1504.36
 0.35000D+12 0.32000D+16   0.0000  0   43.86   36.398  0.00000  269.61  267.24  269.61    6.508   17.638   36.40  1504.37
 0.36250D+12 0.32000D+16   0.0000  0   43.16   35.815  0.00000  269.67  267.53  269.67    6.502   18.046   35.82  1504.38
 0.37500D+12 0.32000D+16   0.0000  0   42.48   35.250  0.00000  269.73  267.81  269.73    6.496   18.453   35.25  1504.38
 0.38750D+12 0.32000D+16   0.0000  0   41.82   34.702  0.00000  269.79  268.09  269.79    6.491   18.860   34.70  1504.39
 0.40000D+12 0.32000D+16   0.0000  0   41.18   34.171  0.00000  269.84  268.36  269.84    6.486   19.268   34.17  1504.40
 0.41250D+12 0.32000D+16   0.0000  0   40.56   33.655  0.00000  269.89  268.62  269.89    6.481   19.675   33.66  1504.40
 0.42500D+12 0.32000D+16   0.0000  0   39.96   33.155  0.00000  269.94  268.88  269.94    6.476   20.083   33.15  1504.41
 0.43750D+12 0.32000D+16   0.0000  0   39.37   32.669  0.00000  269.99  269.14  269.99    6.471   20.491   32.67  1504.41
 0.45000D+12 0.32000D+16   0.0000  0   38.80   32.197  0.00000  270.04  269.39  270.04    6.466   20.898   32.20  1504.42
 0.46250D+12 0.32000D+16   0.0000  0   38.25   31.738  0.00000  270.09  269.64  270.09    6.462   21.306   31.74  1504.42
 0.47500D+12 0.32000D+16   0.0000  0   37.71   31.292  0.00000  270.13  269.88  270.13    6.457   21.713   31.29  1504.43
 0.48750D+12 0.32000D+16   0.0000  0   37.19   30.859  0.00000  270.18  270.12  270.18    6.453   22.121   30.86  1504.43
 0.50000D+12 0.32000D+16   0.0000  0   36.68   30.437  0.00000  270.22  270.35  270.22    6.449   22.529   30.44  1504.44
 0.51250D+12 0.32000D+16   0.0000  0   36.18   30.026  0.00000  270.26  265.32  270.26    6.445   22.936   30.03  1504.44
 0.52500D+12 0.32000D+16   0.0000  0   35.70   29.626  0.00000  270.30  265.53  270.30    6.441   23.344   29.63  1504.45
 0.53750D+12 0.32000D+16   0.0000  0   35.23   29.237  0.00000  270.34  265.74  270.34    6.437   23.752   29.24  1504.45
 0.55000D+12 0.32000D+16   0.0000  0   34.78   28.857  0.00000  270.38  265.95  270.38    6.434   24.160   28.86  1504.46
 0.56250D+12 0.32000D+16   0.0000  0   34.33   28.487  0.00000  270.42  266.15  270.42    6.430   24.567   28.49  1504.46
 0.57500D+12 0.32000D+16   0.0000  0   33.90   28.127  0.00000  270.45  266.35  270.45    6.427   24.975   28.13  1504.46
 0.58750D+12 0.32000D+16   0.0000  0   33.47   27.775  0.00000  270.49  266.55  270.49    6.423   25.383   27.78  1504.47
 0.60000D+12 0.32000D+16   0.0000  0   33.06   27.432  0.00000  270.52  266.75  270.52    6.420   25.791   27.43  1504.47
 0.61250D+12 0.32000D+16   0.0000  0   32.66   27.098  0.00000  270.55  266.94  270.55    6.417   26.199   27.10  1504.48
 0.62500D+12 0.32000D+16   0.0000  0   32.26   26.771  0.00000  270.59  267.13  270.59    6.414   26.607   26.77  1504.48
 0.63750D+12 0.32000D+16   0.0000  0   31.88   26.452  0.00000  270.62  267.32  270.62    6.411   27.014   26.45  1504.48
 0.65000D+12 0.32000D+16   0.0000  0   31.50   26.140  0.00000  270.65  267.51  270.65    6.408   27.422   26.14  1504.49
 0.66250D+12 0.32000D+16   0.0000  0   31.14   25.836  0.00000  270.68  267.70  270.68    6.405   27.830   25.84  1504.49
 0.67500D+12 0.32000D+16   0.0000  0   30.78   25.539  0.00000  270.71  267.88  270.71    6.402   28.238   25.54  1504.49
 0.68750D+12 0.32000D+16   0.0000  0   30.43   25.248  0.00000  270.74  268.07  270.74    6.399   28.646   25.25  1504.50
 0.70000D+12 0.32000D+16   0.0000  0   30.08   24.964  0.00000  270.77  268.25  270.77    6.397   29.054   24.96  1504.50
 0.71250D+12 0.32000D+16   0.0000  0   29.75   24.686  0.00000  270.79  268.43  270.79    6.394   29.462   24.69  1504.50
 0.72500D+12 0.32000D+16   0.0000  0   29.42   24.414  0.00000  270.82  268.61  270.82    6.391   29.870   24.41  1504.51
 0.73750D+12 0.32000D+16   0.0000  0   29.10   24.149  0.00000  270.85  268.78  270.85    6.389   30.278   24.15  1504.51
 0.75000D+12 0.32000D+16   0.0000  0   28.79   23.888  0.00000  270.87  268.96  270.87    6.386   30.686   23.89  1504.51
 0.76250D+12 0.32000D+16   0.0000  0   28.48   23.634  0.00000  270.90  269.13  270.90    6.384   31.094   23.63  1504.51
 0.77500D+12 0.32000D+16   0.0000  0   28.18   23.384  0.00000  270.92  269.30  270.92    6.382   31.502   23.38  1504.52
 0.78750D+12 0.32000D+16   0.0000  0   27.89   23.140  0.00000  270.95  269.47  270.95    6.379   31.910   23.14  1504.52
