R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.32000D+14   0.0300  1  160.71  134.967  0.15822  229.67  220.20  257.53    7.617    6.357   44.01  1499.57
 0.12500D+11 0.32000D+14   0.0300  1  160.43  134.645  0.15614  230.26  221.32  257.58    7.608    6.760   44.78  1499.61
 0.25000D+11 0.32000D+14   0.0300  1  160.09  134.283  0.15387  230.90  222.43  257.63    7.601    7.166   42.46  1499.68
 0.37500D+11 0.32000D+14   0.0300  1  159.73  133.914  0.15161  231.53  223.50  257.68    7.593    7.571   40.40  1499.74
 0.50000D+11 0.32000D+14   0.0300  1  159.36  133.538  0.14939  232.15  224.51  257.74    7.586    7.976   38.53  1499.81
 0.62500D+11 0.32000D+14   0.0300  1  158.97  133.157  0.14719  232.77  225.49  257.80    7.578    8.382   36.85  1499.88
 0.75000D+11 0.32000D+14   0.0300  1  158.58  132.771  0.14503  233.37  226.43  257.85    7.571    8.787   35.32  1499.94
 0.87500D+11 0.32000D+14   0.0300  1  158.17  132.378  0.14289  233.96  227.33  257.91    7.564    9.193   33.92  1500.00
 0.10000D+12 0.32000D+14   0.0300  1  157.75  131.980  0.14079  234.54  228.21  257.97    7.557    9.599   32.63  1500.07
 0.11250D+12 0.32000D+14   0.0300  1  157.32  131.577  0.13872  235.11  229.05  258.03    7.550   10.005   31.45  1500.13
 0.12500D+12 0.32000D+14   0.0300  1  156.88  131.168  0.13669  235.67  229.86  258.09    7.543   10.410   30.36  1500.19
 0.13750D+12 0.32000D+14   0.0300  1  156.43  130.754  0.13468  236.22  230.65  258.15    7.535   10.816   29.35  1500.25
 0.15000D+12 0.32000D+14   0.0300  1  155.97  130.334  0.13271  236.76  231.42  258.21    7.528   11.222   28.41  1500.31
 0.16250D+12 0.32000D+14   0.0300  1  155.50  129.908  0.13076  237.29  232.16  258.27    7.521   11.628   27.53  1500.37
 0.17500D+12 0.32000D+14   0.0300  1  155.02  129.477  0.12885  237.82  232.89  258.33    7.514   12.035   26.71  1500.43
 0.18750D+12 0.32000D+14   0.0300  1  154.53  129.039  0.12696  238.33  233.59  258.40    7.508   12.441   25.94  1500.49
 0.20000D+12 0.32000D+14   0.0300  1  154.03  128.596  0.12510  238.83  234.28  258.46    7.501   12.847   25.22  1500.55
 0.21250D+12 0.32000D+14   0.0300  1  153.52  128.146  0.12327  239.33  234.95  258.52    7.494   13.254   24.54  1500.60
 0.22500D+12 0.32000D+14   0.0300  1  153.01  127.690  0.12147  239.82  235.60  258.59    7.487   13.660   23.90  1500.66
 0.23750D+12 0.32000D+14   0.0300  1  152.48  127.227  0.11969  240.30  236.24  258.66    7.480   14.066   23.30  1500.72
 0.25000D+12 0.32000D+14   0.0300  1  151.95  126.758  0.11794  240.78  236.87  258.72    7.473   14.473   22.73  1500.77
 0.26250D+12 0.32000D+14   0.0300  1  151.40  126.281  0.11621  241.25  237.48  258.79    7.466   14.880   22.19  1500.83
 0.27500D+12 0.32000D+14   0.0300  1  150.85  125.798  0.11451  241.71  238.08  258.86    7.459   15.286   21.68  1500.88
 0.28750D+12 0.32000D+14   0.0300  1  150.28  125.307  0.11283  242.16  238.66  258.93    7.452   15.693   21.19  1500.93
 0.30000D+12 0.32000D+14   0.0300  1  149.71  124.809  0.11118  242.61  239.24  259.00    7.445   16.100   20.73  1500.99
 0.31250D+12 0.32000D+14   0.0300  1  149.13  124.304  0.10954  243.05  239.80  259.07    7.438   16.506   20.29  1501.04
 0.32500D+12 0.32000D+14   0.0300  1  148.53  123.790  0.10793  243.49  240.35  259.15    7.431   16.913   19.87  1501.09
 0.33750D+12 0.32000D+14   0.0300  1  147.92  123.269  0.10634  243.92  240.89  259.22    7.424   17.320   19.46  1501.14
 0.35000D+12 0.32000D+14   0.0300  1  147.31  122.739  0.10477  244.34  241.43  259.29    7.417   17.727   19.08  1501.19
 0.36250D+12 0.32000D+14   0.0300  1  146.68  122.201  0.10322  244.76  241.95  259.37    7.410   18.134   18.71  1501.24
 0.37500D+12 0.32000D+14   0.0300  1  146.04  121.654  0.10169  245.18  242.47  259.45    7.403   18.541   18.36  1501.29
 0.38750D+12 0.32000D+14   0.0300  1  145.39  121.098  0.10019  245.58  242.97  259.52    7.396   18.948   18.03  1501.34
 0.40000D+12 0.32000D+14   0.0300  1  144.73  120.533  0.09870  245.99  243.47  259.60    7.388   19.355   17.70  1501.39
 0.41250D+12 0.32000D+14   0.0300  1  144.06  119.958  0.09722  246.39  243.96  259.68    7.381   19.762   17.39  1501.44
 0.42500D+12 0.32000D+14   0.0300  1  143.37  119.374  0.09577  246.78  244.44  259.76    7.374   20.169   17.09  1501.48
 0.43750D+12 0.32000D+14   0.0300  1  142.67  118.780  0.09434  247.18  244.92  259.84    7.366   20.576   16.81  1501.53
 0.45000D+12 0.32000D+14   0.0300  1  141.96  118.176  0.09292  247.56  245.39  259.93    7.359   20.983   16.53  1501.58
 0.46250D+12 0.32000D+14   0.0300  1  141.24  117.562  0.09152  247.94  245.85  260.01    7.351   21.390   16.27  1501.62
 0.47500D+12 0.32000D+14   0.0300  1  140.50  116.937  0.09014  248.32  246.31  260.10    7.344   21.797   16.01  1501.67
 0.48750D+12 0.32000D+14   0.0300  1  139.75  116.301  0.08878  248.70  246.76  260.18    7.336   22.204   15.76  1501.72
 0.50000D+12 0.32000D+14   0.0300  1  138.99  115.654  0.08743  249.07  247.20  260.27    7.329   22.612   15.52  1501.76
 0.51250D+12 0.32000D+14   0.0300  1  138.21  114.996  0.08610  249.44  247.64  260.36    7.321   23.019   15.29  1501.81
 0.52500D+12 0.32000D+14   0.0300  1  137.42  114.326  0.08478  249.80  248.07  260.45    7.313   23.426   15.07  1501.85
 0.53750D+12 0.32000D+14   0.0300  1  136.61  113.644  0.08348  250.16  248.50  260.55    7.305   23.833   14.86  1501.89
 0.55000D+12 0.32000D+14   0.0300  1  135.79  112.951  0.08220  250.52  248.92  260.64    7.297   24.241   14.65  1501.94
 0.56250D+12 0.32000D+14   0.0300  1  134.95  112.244  0.08093  250.88  249.34  260.73    7.289   24.648   14.45  1501.98
 0.57500D+12 0.32000D+14   0.0300  1  134.09  111.525  0.07968  251.23  249.75  260.83    7.281   25.055   14.25  1502.03
 0.58750D+12 0.32000D+14   0.0300  1  133.22  110.793  0.07844  251.58  250.16  260.93    7.272   25.463   14.07  1502.07
 0.60000D+12 0.32000D+14   0.0300  1  132.34  110.048  0.07722  251.92  250.57  261.03    7.264   25.870   13.88  1502.11
 0.61250D+12 0.32000D+14   0.0300  1  131.44  109.290  0.07602  252.26  250.96  261.13    7.255   26.278   13.71  1502.15
 0.62500D+12 0.32000D+14   0.0300  1  130.52  108.518  0.07483  252.60  251.36  261.23    7.247   26.685   13.53  1502.20
 0.63750D+12 0.32000D+14   0.0300  1  129.58  107.731  0.07365  252.94  251.75  261.33    7.238   27.093   13.37  1502.24
 0.65000D+12 0.32000D+14   0.0300  1  128.63  106.931  0.07249  253.28  252.14  261.44    7.229   27.500   13.20  1502.28
 0.66250D+12 0.32000D+14   0.0300  1  127.65  106.116  0.07134  253.61  252.52  261.55    7.220   27.908   13.05  1502.32
 0.67500D+12 0.32000D+14   0.0300  1  126.67  105.287  0.07021  253.94  252.90  261.66    7.211   28.315   12.89  1502.36
 0.68750D+12 0.32000D+14   0.0300  1  125.66  104.442  0.06910  254.26  253.27  261.77    7.202   28.723   12.75  1502.40
