R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       etaref      pCLA conv P(MPa)   zbot     %vol    Tbot     Tm      TH2O      Fbot     Ftop     dlid   T_core
 0.00000D+00 0.10000D+15   0.0300  1  155.40  130.656  0.13422  236.35  226.38  258.16    7.562    6.350   46.26  1500.52
 0.12500D+11 0.10000D+15   0.0300  1  155.08  130.295  0.13253  236.81  227.41  258.21    7.553    6.753   47.23  1500.54
 0.25000D+11 0.10000D+15   0.0300  1  154.51  129.743  0.13002  237.49  228.59  258.29    7.543    7.158   44.79  1500.61
 0.37500D+11 0.10000D+15   0.0300  1  153.92  129.176  0.12755  238.17  229.71  258.38    7.534    7.563   42.62  1500.68
 0.50000D+11 0.10000D+15   0.0300  1  153.30  128.595  0.12510  238.84  230.79  258.46    7.525    7.969   40.66  1500.76
 0.62500D+11 0.10000D+15   0.0300  1  152.66  127.999  0.12269  239.49  231.83  258.55    7.515    8.374   38.89  1500.83
 0.75000D+11 0.10000D+15   0.0300  1  152.00  127.389  0.12031  240.14  232.83  258.63    7.506    8.780   37.28  1500.90
 0.87500D+11 0.10000D+15   0.0300  1  151.31  126.765  0.11797  240.77  233.79  258.72    7.496    9.186   35.81  1500.97
 0.10000D+12 0.10000D+15   0.0300  1  150.61  126.126  0.11566  241.40  234.72  258.81    7.486    9.591   34.46  1501.03
 0.11250D+12 0.10000D+15   0.0300  1  149.88  125.472  0.11339  242.01  235.61  258.91    7.477    9.997   33.22  1501.10
 0.12500D+12 0.10000D+15   0.0300  1  149.13  124.804  0.11116  242.61  236.48  259.00    7.467   10.403   32.08  1501.17
 0.13750D+12 0.10000D+15   0.0300  1  148.35  124.120  0.10896  243.21  237.33  259.10    7.458   10.809   31.02  1501.24
 0.15000D+12 0.10000D+15   0.0300  1  147.56  123.420  0.10680  243.79  238.15  259.20    7.448   11.215   30.03  1501.30
 0.16250D+12 0.10000D+15   0.0300  1  146.74  122.704  0.10467  244.37  238.94  259.30    7.438   11.622   29.11  1501.37
 0.17500D+12 0.10000D+15   0.0300  1  145.90  121.972  0.10258  244.94  239.72  259.40    7.428   12.028   28.25  1501.43
 0.18750D+12 0.10000D+15   0.0300  1  145.04  121.222  0.10052  245.49  240.47  259.51    7.418   12.434   27.45  1501.50
 0.20000D+12 0.10000D+15   0.0300  1  144.15  120.455  0.09849  246.04  241.21  259.61    7.408   12.841   26.69  1501.56
 0.21250D+12 0.10000D+15   0.0300  1  143.24  119.670  0.09650  246.59  241.93  259.72    7.398   13.247   25.99  1501.62
 0.22500D+12 0.10000D+15   0.0300  1  142.30  118.865  0.09454  247.12  242.64  259.83    7.388   13.654   25.32  1501.68
 0.23750D+12 0.10000D+15   0.0300  1  141.35  118.042  0.09261  247.65  243.32  259.95    7.378   14.060   24.69  1501.74
 0.25000D+12 0.10000D+15   0.0300  1  140.36  117.199  0.09071  248.17  244.00  260.06    7.367   14.467   24.09  1501.80
 0.26250D+12 0.10000D+15   0.0300  1  139.35  116.335  0.08885  248.68  244.66  260.18    7.357   14.874   23.53  1501.86
 0.27500D+12 0.10000D+15   0.0300  1  138.31  115.450  0.08701  249.19  245.30  260.30    7.346   15.281   22.99  1501.92
 0.28750D+12 0.10000D+15   0.0300  1  137.25  114.544  0.08520  249.69  245.94  260.42    7.336   15.688   22.49  1501.98
 0.30000D+12 0.10000D+15   0.0300  1  136.15  113.615  0.08343  250.18  246.56  260.55    7.325   16.094   22.00  1502.04
 0.31250D+12 0.10000D+15   0.0300  1  135.03  112.663  0.08168  250.67  247.17  260.68    7.314   16.501   21.55  1502.10
 0.32500D+12 0.10000D+15   0.0300  1  133.88  111.687  0.07996  251.15  247.77  260.81    7.302   16.908   21.11  1502.15
 0.33750D+12 0.10000D+15   0.0300  1  132.70  110.687  0.07827  251.62  248.36  260.94    7.291   17.316   20.69  1502.21
 0.35000D+12 0.10000D+15   0.0300  1  131.49  109.663  0.07661  252.10  248.94  261.08    7.279   17.723   20.29  1502.27
 0.36250D+12 0.10000D+15   0.0300  1  130.24  108.612  0.07497  252.56  249.51  261.22    7.268   18.130   19.91  1502.32
 0.37500D+12 0.10000D+15   0.0300  1  128.97  107.536  0.07336  253.02  250.08  261.36    7.256   18.537   19.55  1502.38
 0.38750D+12 0.10000D+15   0.0300  1  127.66  106.433  0.07179  253.48  250.63  261.51    7.243   18.944   19.20  1502.43
 0.40000D+12 0.10000D+15   0.0300  1  126.31  105.303  0.07023  253.93  251.17  261.65    7.231   19.351   18.87  1502.48
 0.41250D+12 0.10000D+15   0.0300  1  124.94  104.145  0.06871  254.38  251.71  261.80    7.219   19.759   18.55  1502.54
