R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
     Pint       Hint       etaref      pCLA conv   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid
 0.45000D+12 0.11118D-09 0.10000D+16   0.0000  1  159.390  0.00000  253.69  255.13   -0.000   14.696   24.49
 0.46250D+12 0.12064D-09 0.10000D+16   0.0000  1  150.052  0.00000  255.21  256.46   -0.000   15.104   24.38
 0.47500D+12 0.13131D-09 0.10000D+16   0.0000  1  140.714  0.00000  256.66  257.69    0.000   15.512   24.28
 0.48750D+12 0.14314D-09 0.10000D+16   0.0000  1  131.698  0.00000  258.01  258.81    0.000   15.921   24.18
 0.50000D+12 0.15629D-09 0.10000D+16   0.0000  1  123.004  0.00000  259.26  259.82   -0.000   16.329   24.08
 0.51250D+12 0.17095D-09 0.10000D+16   0.0000  1  114.632  0.00000  260.41  260.73   -0.000   16.737   23.98
 0.52500D+12 0.18788D-09 0.10000D+16   0.0000  1  106.260  0.00000  261.53  261.57   -0.000   17.145   23.89
 0.53750D+12 0.20703D-09 0.10000D+16   0.0000  1   98.210  0.00000  262.57  262.33    0.000   17.553   23.80
 0.55000D+12 0.22801D-09 0.10000D+16   0.0000  1   90.804  0.00000  263.49  262.98   -0.000   17.962   23.70
 0.56250D+12 0.25268D-09 0.10000D+16   0.0000  1   83.398  0.00000  264.40  263.57    0.000   18.370   23.61
 0.57500D+12 0.27985D-09 0.10000D+16   0.0000  1   76.355  0.00000  265.23  266.33   -0.000   18.778   21.49
 0.58750D+12 0.30951D-09 0.10000D+16   0.0000  1   70.196  0.00000  265.95  267.29    0.000   19.186   21.01
 0.60000D+12 0.34475D-09 0.10000D+16   0.0000  1   64.086  0.00000  266.64  267.82    0.000   19.595   20.78
 0.61250D+12 0.38326D-09 0.10000D+16   0.0000  1   58.609  0.00000  267.25  268.37    0.000   20.003   20.49
 0.62500D+12 0.42712D-09 0.10000D+16   0.0000  1   53.457  0.00000  267.81  268.84    0.000   20.411   20.22
 0.63750D+12 0.47716D-09 0.10000D+16   0.0000  1   48.630  0.00000  268.33  269.23   -0.000   20.819   19.96
 0.65000D+12 0.53058D-09 0.10000D+16   0.0000  1   44.440  0.00000  268.78  269.64   -0.000   21.227   19.66
 0.66250D+12 0.59040D-09 0.10000D+16   0.0000  0   40.578  0.00000  269.18  269.93    0.000   21.636   19.74
 0.67500D+12 0.62059D-09 0.10000D+16   0.0000  0   39.598  0.00000  269.28  266.17    0.000   22.044   39.60
 0.68750D+12 0.64226D-09 0.10000D+16   0.0000  0   38.900  0.00000  269.35  266.36    0.000   22.452   38.90
 0.70000D+12 0.66465D-09 0.10000D+16   0.0000  0   38.227  0.00000  269.42  266.54   -0.000   22.860   38.23
 0.71250D+12 0.68780D-09 0.10000D+16   0.0000  0   37.577  0.00000  269.49  266.72    0.000   23.269   37.58
 0.72500D+12 0.71174D-09 0.10000D+16   0.0000  0   36.948  0.00000  269.56  266.90   -0.000   23.677   36.95
 0.73750D+12 0.73652D-09 0.10000D+16   0.0000  0   36.339  0.00000  269.62  267.07   -0.000   24.085   36.34
 0.75000D+12 0.75554D-09 0.10000D+16   0.0000  0   35.751  0.00000  269.68  267.24    0.000   24.493   35.75
 0.76250D+12 0.78177D-09 0.10000D+16   0.0000  0   35.181  0.00000  269.74  267.41   -0.000   24.901   35.18
 0.77500D+12 0.80896D-09 0.10000D+16   0.0000  0   34.630  0.00000  269.79  267.58    0.000   25.310   34.63
 0.78750D+12 0.83717D-09 0.10000D+16   0.0000  0   34.094  0.00000  269.85  267.74   -0.000   25.718   34.09
 0.80000D+12 0.85838D-09 0.10000D+16   0.0000  0   33.576  0.00000  269.90  267.90    0.000   26.126   33.58
 0.81250D+12 0.88836D-09 0.10000D+16   0.0000  0   33.073  0.00000  269.95  268.06    0.000   26.534   33.07
 0.82500D+12 0.91068D-09 0.10000D+16   0.0000  0   32.585  0.00000  270.00  268.21   -0.000   26.943   32.58
 0.83750D+12 0.94257D-09 0.10000D+16   0.0000  0   32.111  0.00000  270.05  268.37   -0.000   27.351   32.11
 0.85000D+12 0.96610D-09 0.10000D+16   0.0000  0   31.650  0.00000  270.10  268.52    0.000   27.759   31.65
 0.86250D+12 0.10001D-08 0.10000D+16   0.0000  0   31.203  0.00000  270.14  268.67   -0.000   28.167   31.20
 0.87500D+12 0.10250D-08 0.10000D+16   0.0000  0   30.768  0.00000  270.19  268.82   -0.000   28.575   30.77
 0.88750D+12 0.10503D-08 0.10000D+16   0.0000  0   30.345  0.00000  270.23  268.96    0.000   28.984   30.35
 0.90000D+12 0.10876D-08 0.10000D+16   0.0000  0   29.933  0.00000  270.27  269.11   -0.000   29.392   29.93
 0.91250D+12 0.11144D-08 0.10000D+16   0.0000  0   29.533  0.00000  270.31  269.25    0.000   29.800   29.53
 0.92500D+12 0.11419D-08 0.10000D+16   0.0000  0   29.143  0.00000  270.35  269.39   -0.000   30.208   29.14
 0.93750D+12 0.11699D-08 0.10000D+16   0.0000  0   28.763  0.00000  270.39  269.53   -0.000   30.617   28.76
 0.95000D+12 0.11986D-08 0.10000D+16   0.0000  0   28.393  0.00000  270.42  269.66    0.000   31.025   28.39
 0.96250D+12 0.12279D-08 0.10000D+16   0.0000  0   28.032  0.00000  270.46  269.80   -0.000   31.433   28.03
 0.97500D+12 0.12723D-08 0.10000D+16   0.0000  0   27.680  0.00000  270.50  269.93   -0.000   31.841   27.68
 0.98750D+12 0.13035D-08 0.10000D+16   0.0000  0   27.338  0.00000  270.53  270.07   -0.000   32.249   27.34
 0.10000D+13 0.13354D-08 0.10000D+16   0.0000  0   27.003  0.00000  270.56  270.20   -0.000   32.658   27.00
 0.10125D+13 0.13681D-08 0.10000D+16   0.0000  0   26.677  0.00000  270.60  270.33    0.000   33.066   26.68
 0.10250D+13 0.14016D-08 0.10000D+16   0.0000  0   26.358  0.00000  270.63  270.45    0.000   33.474   26.36
 0.10375D+13 0.14359D-08 0.10000D+16   0.0000  0   26.047  0.00000  270.66  270.58    0.000   33.882   26.05
 0.10500D+13 0.14710D-08 0.10000D+16   0.0000  0   25.743  0.00000  270.69  270.71   -0.000   34.290   25.74
 0.10625D+13 0.14886D-08 0.10000D+16   0.0000  0   25.446  0.00000  270.72  270.83   -0.000   34.699   25.45
 0.10750D+13 0.15248D-08 0.10000D+16   0.0000  0   25.156  0.00000  270.75  270.95   -0.000   35.107   25.16
 0.10875D+13 0.15620D-08 0.10000D+16   0.0000  0   24.873  0.00000  270.78  271.08   -0.000   35.515   24.87
 0.11000D+13 0.16001D-08 0.10000D+16   0.0000  0   24.596  0.00000  270.80  271.20    0.000   35.923   24.60
 0.11125D+13 0.16393D-08 0.10000D+16   0.0000  0   24.325  0.00000  270.83  271.32    0.000   36.332   24.33
 0.11250D+13 0.16795D-08 0.10000D+16   0.0000  0   24.060  0.00000  270.86  271.44    0.000   36.740   24.06
 0.11375D+13 0.17207D-08 0.10000D+16   0.0000  0   23.800  0.00000  270.88  271.55    0.000   37.148   23.80
 0.11500D+13 0.17396D-08 0.10000D+16   0.0000  0   23.546  0.00000  270.91  271.67    0.000   37.556   23.55
 0.11625D+13 0.17822D-08 0.10000D+16   0.0000  0   23.298  0.00000  270.93  271.79    0.000   37.964   23.30
 0.11750D+13 0.18260D-08 0.10000D+16   0.0000  0   23.054  0.00000  270.96  271.90    0.000   38.373   23.05
 0.11875D+13 0.18711D-08 0.10000D+16   0.0000  0   22.816  0.00000  270.98  272.01   -0.000   38.781   22.82
 0.12000D+13 0.18908D-08 0.10000D+16   0.0000  0   22.582  0.00000  271.00  272.13    0.000   39.189   22.58
 0.12125D+13 0.19374D-08 0.10000D+16   0.0000  0   22.354  0.00000  271.03  272.24   -0.000   39.597   22.35
 0.12250D+13 0.19853D-08 0.10000D+16   0.0000  0   22.129  0.00000  271.05  272.35    0.000   40.006   22.13
 0.12375D+13 0.20055D-08 0.10000D+16   0.0000  0   21.909  0.00000  271.07  272.46   -0.000   40.414   21.91
 0.12500D+13 0.20552D-08 0.10000D+16   0.0000  0   21.695  0.00000  271.09  272.57   -0.000   40.822   21.69
 0.12625D+13 0.21063D-08 0.10000D+16   0.0000  0   21.483  0.00000  271.11  272.68    0.000   41.230   21.48
 0.12750D+13 0.21271D-08 0.10000D+16   0.0000  0   21.275  0.00000  271.13  272.78    0.000   41.638   21.28
 0.12875D+13 0.21801D-08 0.10000D+16   0.0000  0   21.073  0.00000  271.15  272.89    0.000   42.047   21.07
 0.13000D+13 0.22346D-08 0.10000D+16   0.0000  0   20.873  0.00000  271.17  273.00   -0.000   42.455   20.87
 0.13125D+13 0.22561D-08 0.10000D+16   0.0000  0   20.678  0.00000  271.19  273.10    0.000   42.863   20.68
 0.13250D+13 0.23127D-08 0.10000D+16   0.0000  0   20.486  0.00000  271.21  273.20    0.000   43.271   20.49
